Part Number,Description,UOM,List Price,Net Price,Category,Manufacturer Part,Notes,Old Part #
V-00003,"PLUG,5 POS,MOLEX #03-06-2055",EA,1.47,0.74,,,,10-0306
V-00004,"RECEPTACLE,5 POS,MOLEX #03-06-1056",EA,1.47,0.74,,,,10-0305
V-00005,"LOCK,MORTISE,HOOK,31/32,ADAMS RITE",EA,109.0,54.5,,,,24-0564-01
V-00012,"FLUSHBOLT,ADAMSRITE MS1870",EA,144.0,72.0,,,,14-2046-03
V-00014,"COVER,MS LOCK,W/ CUTOUT,204",EA,8.2,4.1,,,,24-0565-11
V-00017,"EXIT INDICATOR,STANDARD,204",EA,147.0,73.5,,,,12-1400-03
V-00018,"EXIT INDICATOR,INVERTED,204",EA,147.0,73.5,,,,12-1400-01
V-00019,"LATCHBOLT, HEAVY DUTY,AS PURCHASED",EA,162.0,81.0,,,,14-11255
V-00020,"CONTROLLER, U30",EA,1005.0,502.5,,,,24-8901-30
V-00022,"POWER SUPPLY,24VDC,1/2 AMP",EA,33.0,16.5,,,,14-14299
V-00024,"ELECTRIC STRIKE, FAIL SECURE, VON DUPRIN",EA,612.0,306.0,,,,14-10462-03
V-00026,"TERMINAL BLOCK,8 MM,6 POSITION",EA,25.0,12.5,,,,14-10412-04
V-00027,MAGNETIC REED SWITCH - WIDE GAP,EA,9.4,4.7,,,,10-3069-10
V-00029,"POWER SUPPLY, U30/DS150",EA,230.0,115.0,,,,14-11741
V-00030,"LOCK, BTM RAIL, ALL GLASS ASM",EA,238.0,119.0,,,,14-5697
V-00031,"MAGNETIC REED SWITCH,12 IN.TWISTED LEADS",EA,8.9,4.45,,,,10-3069-52
V-00034,"HOUSING,2 POS,FOR MATE-N-LOCK PINS",EA,7.6,3.8,,,,14-4264
V-00048,"PLUG,2 POS,AMP #1-480318-0",EA,1.47,0.74,,,,14-4263
V-00052,"TRANSFORMER,24 V / 40 VA.",EA,118.0,59.0,,,,14-2101-01
V-00057,"SENSOR,BEA IXIO MOTION",EA,529.0,264.5,,,,14-14264
V-00059,"HARNESS,OPEX X-ZONE CUSTOM 60(1524MM)",EA,77.0,38.5,,,,14-14404-30
V-00064,"HARNESS,IXIO CUSTOM 60(1524MM)",EA,72.0,36.0,,,,14-14264-30
V-00065,"BRKT,MTG,BEA IXIO SENSOR",EA,6.2,3.1,,,,
V-00066,"COVER,BEA IXIO SENSOR",EA,6.2,3.1,,,,
V-00069,"LOCK,PANIC,ADAMS-RITE G86,204",EA,585.0,292.5,,,,24-14072-01
V-00071,"ESCUTCHEON, ADAMS-RITE #8651, 204 FINISH",EA,51.0,25.5,,,,14-14073-01
V-00073,"HOLDING BEAM SET, W/ EXTENSION CABLES",EA,128.0,64.0,,,,14-9710-04
V-00085,"HOUSING,PIN,4 CIRCUIT",EA,4.46,2.23,,,,14-1868
V-00087,"AMPLIFIER,PHOTOEYE,OPTEX #OS-12C T MODEB",EA,178.0,89.0,,,,14-9710-03
V-00088,"PUSHBAR,ADAMS RITE 8600,30 IN,204",EA,800.0,400.0,,,,24-3603-01
V-00094,"LOCKROD, ADAMS-RITE #4015",EA,85.0,42.5,,,,22-4412
V-00096,"COVER,MS LOCK,W/O CUTOUT,204",EA,6.4,3.2,,,,24-0565-21
V-00098,"SADDLE, WIRE",EA,3.0,1.5,,,,14-9960
V-00099,"MAGNET,CERAMIC,1/4 X 1/4 X 1 LG",EA,8.2,4.1,,,,14-9943
V-00100,"CLAMP, CABLE",EA,1.81,0.91,,,,14-9959
V-00101,"CLOSER,DOOR,710,LH,LCN",EA,442.0,221.0,,,,24-5650-02
V-00102,"PLUG,4 POS,MAT-N-LOK,AMP #1-480424-0",EA,3.0,1.5,,,,14-6170-02
V-00104,"WASHER, CUP.312 ID X .88 OD X .040 THICK",EA,7.6,3.8,,,,14-1518-01
V-00105,"CLOSER,DOOR,710,RH,LCN",EA,442.0,221.0,,,,24-5650-01
V-00109,"PLUG,DOME,7/8 HOLE",EA,1.47,0.74,,,,14-1579
V-00111,"O-RING,.438 ID,.563 OD,.063 THK,BUNA-N",EA,3.0,1.5,,,,14-6186-01
V-00112,"BOLT,SEX 1/4-20,CLEAR,204",EA,6.2,3.1,,,,24-0696
V-00113,"FLUSHBOLT,5/8"" THROW,1/8"" OFFSET,204",EA,77.0,38.5,,,,24-5504-01
V-00114,"BALL BEARING, RADIAL-THRUST COMBINATION",EA,32.0,16.0,,,,14-0097
V-00115,"BEARING, 1/2 X 3/4 X 5/8 WIDE",EA,8.2,4.1,,,,14-0771
V-00116,"CYLINDER,LOCK,THUMBTURN,204",EA,71.0,35.5,,,,22-0090-01
V-00122,"BELT,TIMING,1/2 PITCH X 3/4,URETHANE",IN,2.17,1.09,,,,14-12114
V-00123,"CYLINDER,LOCK,KEYED,204",EA,71.0,35.5,,,,22-4495-01
V-00129,"END, ROD - 3/8-24",EA,17.0,8.5,,,,14-8846
V-00131,"TUBING, PE - THREADED ROD COVER, 204",EA,3.23,1.62,,,,14-8897-01
V-00137,"LOCK ROD,1/4-20X13L.PROD.MOD.",EA,30.0,15.0,,,,14-10425
V-00141,"MAGNET,CERAMIC",EA,14.5,7.25,,,,14-8319
V-00143,"BELT, TIMING, 5MM-CONTINUOUS",IN,2.17,1.09,,,,14-10169
V-00145,"SHEET,ALUM.,.125 X 48 X 96,6061-T6",SQ IN,9.6,4.8,,,,14-14403
V-00148,"RESISTOR,200 OHM,WW,5%;VITREOUS ENAMEL",EA,23.0,11.5,,,,10-1251
V-00150,"BEARING,NEEDLE",EA,12.6,6.3,,,,24-11468
V-00157,"O-RING,1.50ODX1.25ID,EPDM",EA,1.47,0.74,,,,14-12950
V-00161,"PUSH PLATE KIT (2) 4-1/2 IN SQ,SS",EA,669.0,334.5,,,,22-11795
V-00162,"RESISTOR,20 OHM,CF 5%,VITREOUS ENAMEL",EA,25.0,12.5,,,,10-1250
V-00163,"SENSOR,OPTEX #OA-EDGE2(44)BL",EA,1047.0,523.5,,,,24-14365-70
V-00165,"HOUSING,SFIC,7 PIN, A/R CAM,SATIN CHROME",EA,139.0,69.5,,,,14-11541-41
V-00166,"SECURITY COLLAR,LOCK,204",EA,47.0,23.5,,,,14-11541-51
V-00168,"KEY,CONTROL,7 PIN,NABCO",EA,24.0,12.0,,,,14-11647-30
V-00170,"HANDLE,""D"",8 INCH CTC,204",EA,95.0,47.5,,,,24-3729-01
V-00171,"FLANGE,BEARING SLEEVE,SELF LUBRICATING",EA,2.34,1.17,,,,14-10800-01
V-00173,"SENSOR,OPTEX REACTION 2,BLK",EA,457.0,228.5,,,,14-12893
V-00174,POWER CLOSE MODULE,EA,314.0,157.0,,,,14-13139
V-00175,"SFIC CONSTRUCTION CORE,7 PIN,US26D",EA,217.0,108.5,,,,14-11647-10
V-00177,"DOOR PULL,SET,204",EA,119.0,59.5,,,,14-3437-01
V-00180,"HANDLE,LOCK,ADAMS-RITE 4550,RH,204",EA,411.0,205.5,,,,14-10587-11
V-00182,"SOCKET,RELAY",EA,36.0,18.0,,,,14-8753
V-00184,"MAGNETIC SWITCH,710 ACUGARD SYSTEM",EA,38.0,19.0,,,,14-11453
V-00185,"CYLINDER,LOCK,DUMMY,204",EA,11.3,5.65,,,,14-11739-11
V-00186,"RING,CYLINDER,.157 TALL,204",EA,3.07,1.54,,,,14-11740-11
V-00188,"BEARING SLEEVE,1.181ODX.984IDX",EA,55.0,27.5,,,,14-8990
V-00190,"BUMPER,RUBBER,BIFOLD,LOCK COVER",EA,2.24,1.12,,,,14-13780
V-00194,"HYDRAULIC CLOSER,LCN,SIZE 6,RH",EA,415.0,207.5,,,,24-5650-03
V-00195,"HYDRAULIC CLOSER,LCN, SIZE 6, LH",EA,415.0,207.5,,,,24-5650-04
V-00196,"STRIKE ARMORED,ADAMS-RITE 4002,204",EA,153.0,76.5,,,,24-10602-01
V-00199,"EXIT DEVICE,ADAMS-RITE F86,204",EA,1362.0,681.0,,,,14-11901-01
V-00200,"BEARING,RADIAL,8MM ID,22MM OD,7MM WIDE",EA,32.0,16.0,,,,24-12120
V-00201,"ESCUTCHEON,ADAMS-RITE #8650,204",EA,85.0,42.5,,,,14-3604-01
V-00203,"ESCUTCHEON,CYLINDER,204",EA,34.0,17.0,,,,14-5759-01
V-00207,"CAPACITOR,30MFD,240V",EA,50.0,25.0,,,,14-2018
V-00208,"BEARING,RADIAL,25MM ID,47MM OD,12MM WIDE",EA,28.0,14.0,,,,24-0787
V-00210,"ACTUATOR,POSITIVE LATCH,RECESSED,204",EA,89.0,44.5,,,,21-5583-01
V-00212,"HINGE,CONTINUOUS,STD DUTY,BLK,95",EA,810.0,405.0,,,,24-12873-34
V-00214,"ROD END,FEMALE,3/8""-24,RH THREAD",EA,48.0,24.0,,,,14-9545
V-00216,"ROD END,FEMALE,3/8""-24,LH THREAD",EA,48.0,24.0,,,,14-9546
V-00217,"PIVOT ,FLOOR,CENTER HUNG",EA,173.0,86.5,,,,14-9640
V-00219,"DOOR STOP,OHC,GLYNN JOHN,39-45,BLK",EA,972.0,486.0,,,,14-14577-54
V-00220,"HANDLE,PUSH/PULL,SINGLE BAR SET,BLK",EA,513.0,256.5,,,,14-14214-04
V-00222,"HANDLE,LOCK,ADAMS-RITE 4550,LH,204",EA,411.0,205.5,,,,14-10587-21
V-00223,"COVER,SENSOR,BLACK - BEA #10IRA",EA,128.0,64.0,,,,14-13783
V-00224,"SENSOR,OPTEX #OA-EDGE1(44)BL",EA,565.0,282.5,,,,24-14365-60
V-00225,"HANDLE,DOUBLE ""D"",204",EA,229.0,114.5,,,,24-13262-01
V-00226,"HANDLE,LEVER,PAIR,204,ADAMS RITE",EA,559.0,279.5,,,,14-10588-01
V-00227,"OPTEX,OA-601C,SENSOR BLACK",EA,719.0,359.5,,,,14-14208-B
V-00231,"COVER,ACUSENSOR 1B, 8.66X3,BLK",EA,50.0,25.0,,,,14-9497-B
V-00232,"RECIEVER,RADIO CONTROL,CP/RX",EA,187.0,93.5,,,,14-11898
V-00234,"RAIN COVER,SENSOR - BLACK - RH-I",EA,102.0,51.0,,,,14-13796
V-00235,"LOCK,PANIC,PADDLE,JACKSON,LH,204",EA,757.0,378.5,,,,14-5758
V-00238,"HINGE,CONTINUOUS,HVY DUTY,CLEAR 83",EA,343.0,171.5,,,,24-12873-01
V-00239,"LOCK,PANIC,PADDLE,JACKSON,RH,204",EA,757.0,378.5,,,,14-5757
V-00240,"HANDLE,CURVED,ENTRY TRIM,NH,SATIN SS",EA,974.0,487.0,,,,24-12874-11
V-00242,"LOCK,PADDLE,2-PT,RH,204",EA,603.0,301.5,,,,24-12875-11
V-00248,"KIT,PUSH PLT,(2) 4-1/2 SQ,BLU CTP-H",EA,692.0,346.0,,,,22-11771
V-00249,"CP/TX,RADIO CONTROL TRANSMITTER",EA,180.0,90.0,,,,14-13523
V-00250,"PUSHBAR,ADAMS RITE 8600,48 IN,204",EA,800.0,400.0,,,,24-3603-48
V-00251,"SENSOR,ACUZONE,COVER ONLY",EA,90.0,45.0,,,,14-14404-20
V-00253,"MAGLOCK,SECURITRON #M34R",EA,1193.0,596.5,,,,24-12877
V-00254,"PUSHBAR,ADAMS RITE 8600,42 IN,204",EA,843.0,421.5,,,,24-3603-42
V-00256,"CLIP,ARROW,CLEAR",EA,1.47,0.74,,,,14-10743-01
V-00257,"BUSHING,ELECTRICAL,.750 HOLE",EA,1.47,0.74,,,,14-12490
V-00258,"FUSE,250V,FAST,2AG,3AMP,AXIAL LEAD",EA,2.32,1.16,,,,
V-00261,"CLIP,ARROW,BLACK",EA,1.47,0.74,,,,14-10743-02
V-00262,"RESISTOR, 33 OHM,CF, 1W, 5%",EA,1.47,0.74,,,,10-1240
V-00263,"RESISTOR,1K OHM,CF ,1/2W,5%",EA,1.47,0.74,,,,10-1226
V-00271,"DIODE,IN914A",EA,1.47,0.74,,,,10-0355
V-00272,"SWITCH,KEY,3 POSITION",EA,59.0,29.5,,,,14-9818
V-00273,"GROMMET,HHS 91121",EA,1.47,0.74,,,,10-0505
V-00277,"DIODE,1N5625,400V,3A",EA,1.47,0.74,,,,10-0354
V-00283,"SPACER,CIRCUIT BOARD,STANDOFF",EA,1.47,0.74,,,,14-8743
V-00286,"RELAY, 4PDT, 24VDC, 5AMP",EA,60.0,30.0,,,,10-1161
V-00289,"CAPACITOR,SPR SOFT-15MF,165V",EA,90.0,45.0,,,,14-3537
V-00290,"LATCH,POSITIVE,ADAMS-RITE #1847-11-630",EA,77.0,38.5,,,,14-9378-10
V-00292,"RELAY,DPDT,48VDC,10AMP",EA,41.0,20.5,,,,10-1153
V-00293,"PLUG,6 POS,CLEAR,MOLEX #39-01-3063",EA,1.47,0.74,,,,14-9237-01
V-00295,"RELAY, SPDT, 6VDC, 5AMP",EA,20.0,10.0,,,,
V-00297,"RECTIFIER, BRIDGE",EA,4.46,2.23,,,,14-6470
V-00303,"LOCKROD, ADAMS-RITE #4016-20",EA,85.0,42.5,,,,22-10256
V-00306,HARNESS:MOTOR:MICROPROCESSOR,EA,48.0,24.0,,,,21-9808
V-00309,"LOCK,PADDLE,2-PT,LH,204",EA,603.0,301.5,,,,24-12875-21
V-00314,"SHEET,ALUM.,.063 X 48 X 96,5052-H32",SQ IN,1.47,0.74,,,,14-0768
V-00315,RELAY:DPDT:120VAC / 10AMP.,EA,59.0,29.5,,,,14-10676
V-00316,"DRIVE MODULE,GT20",EA,2072.0,1036.0,,,,
V-00317,"CONTROL UNIT,GT20",EA,1087.0,543.5,,,,
V-00318,"END CAP,W/ BUTTONS,GT20",EA,150.0,75.0,,,,
V-00319,"END CAP,W/O BUTTONS,GT20",EA,87.0,43.5,,,,
V-00322,"COVER,PLASTIC,GT20 COVER",EA,226.0,113.0,,,,
V-00323,"ARM,OUTSWING,GT20",EA,354.0,177.0,,,,
V-00324,"ARM,INSWING,GT20,204",EA,399.0,199.5,,,,
V-00325,"STOP,OPEN POSITION,GT20",EA,119.0,59.5,,,,
V-00328,"BEARING,RADIAL,15MM ID,32MM OD,9MM WIDE",EA,10.7,5.35,,,,24-0413
V-00333,OUTSIDE SERVICE,AU,6.2,3.1,,,,
V-00347,"SWITCH,WALL,6 RND.PTO-HC-S-SM-RC",EA,402.0,201.0,,,,14-10435-121
V-00353,"BOLLARD,6 SQR X 42 TALL,36 PREP.204",EA,866.0,433.0,,,,14-14331-01
V-00358,"COVER,RAIN,SENSOR",EA,50.0,25.0,,,,14-10278
V-00363,"RELAY,100/110VDC,10A,DPDT",EA,24.0,12.0,,,,
V-00366,"POWER SUPPLY,MEAN WELL LPV-60-24",EA,122.0,61.0,,,,24-12539
V-00369,"BATTERY BACKUP,750 VA",EA,710.0,355.0,,,,14-10586-02
V-00373,"KEYPAD,OUTDOOR,STAND ALONE;[CM-120WV2]",EA,352.0,176.0,,,,
V-00374,"RELAY,ADVANCED LOGIC [CX-33]",EA,420.0,210.0,,,,
V-00382,"PUSHBAR,ADAMS RITE 8600,36 IN,204",EA,895.0,447.5,,,,24-3603-36
V-00384,"SWITCH,ROCKER,ON/OFF/ON,DPDT",EA,14.5,7.25,,,,14-9258-03
V-00391,"GLASS,1/2"" TEMPERED,ALL GLASS PANEL",SQ IN,1.47,0.74,,,,25-5895
V-00394,"BEARING,RADIAL,.750 ID,1.625 OD,.438 WD",EA,64.0,32.0,,,,24-0412
V-00395,"BEARING,RADIAL,15MM ID,35MM OD,11MM WIDE",EA,15.0,7.5,,,,24-13933
V-00396,"BEARING,RADIAL,17MM ID,35MM OD,10MM WIDE",EA,20.0,10.0,,,,24-13934
V-00397,"SWITCH,WALL 1-3/4 RT PTO S-SM",EA,155.0,77.5,,,,14-10445-120
V-00399,"RELAY,SPDT,12VDC",EA,33.0,16.5,,,,14-14593
V-00404,"GUIDE RAIL,30X30-CURAN#CE-806-1CLR",EA,412.0,206.0,,,,14-11437-21
V-00405,"GUIDE RAIL,30X30-CURAN#CE-806-1DK.BZ",EA,493.0,246.5,,,,
V-00406,"ADAPTER,CLAMPING,-13MM,GT20",EA,194.0,97.0,,,,45-0548-124
V-00407,"ADAPTER,CLAMPING,+20MM,GT20",EA,194.0,97.0,,,,
V-00408,"ADAPTER,CLAMPING,+50MM,GT20",EA,194.0,97.0,,,,
V-00410,TERMINAL BLOCKU30 WIRE CONNECTOR,EA,19.0,9.5,,,,
V-00411,"RESISTOR,200 OHM,20 WATT",EA,35.0,17.5,,,,14-13357
V-00412,"LOCK,ADAMS RITE 1847-02",EA,69.0,34.5,,,,14-9378-20
V-00414,"BEARING,FLANGE,.375 ID,.500 OD,.250 LG",EA,6.4,3.2,,,,
V-00418,"POWER SUPPLY,27 VDC,100 WATT -",EA,228.0,114.0,,,,14-14966
V-00419,"SWITCH,WALL,6RD,PTO-HC-S-SM-RC-WS",EA,403.0,201.5,,,,14-10435-123
V-00420,"SWITCH,JAMB,GT20",EA,102.0,51.0,,,,
V-00421,"SWITCH,WALL,4-1/2 SQUARE",EA,343.0,171.5,,,,14-10443-121
V-00423,"SWITCH, WALL, 4 1/2 SQ;PTO-S-FM",EA,152.0,76.0,,,,14-10441-110
V-00424,"SWITCH,WALL;6RD;PTO-S-FM",EA,147.0,73.5,,,,14-10433-110
V-00425,"SWITCH,WALL;6RD;PTO-S-FM-WS",EA,268.0,134.0,,,,
V-00426,"SWITCH,WALL;6RD;PTO-S-FM-RC-WS",EA,382.0,191.0,,,,
V-00427,"SWITCH,WALL;6RD;PTO-S-SM",EA,238.0,119.0,,,,
V-00428,"SWITCH,WALL;6RD;PTO-S-SM-RC-WS",EA,382.0,191.0,,,,
V-00429,"SWITCH,WALL,6RD;PTO-S-FSM-WS",EA,298.0,149.0,,,,
V-00430,"SWITCH,WALL,6RD;HC-S-FM",EA,142.0,71.0,,,,
V-00431,"SWITCH,WALL,6RD;HC-S-FM-RC",EA,251.0,125.5,,,,14-10434-111
V-00432,"SWITCH,WALL,6RD;HC-S-SM-RC-WS",EA,382.0,191.0,,,,
V-00433,"SWITCH,WALL,6RD;HC-S-SM",EA,216.0,108.0,,,,
V-00434,"SWITCH,WALL,6RD;HC-S-SM-WS",EA,278.0,139.0,,,,
V-00435,"SWITCH,WALL,6RD;HC-S-SM-RC-WS",EA,403.0,201.5,,,,14-10434-123
V-00436,"SWITCH,WALL,6RD;HC-S-FSM-RC",EA,337.0,168.5,,,,14-10434-131
V-00438,"SWITCH,WALL,6RD;PTO-HC-S-FM-WS",EA,278.0,139.0,,,,14-10435-112
V-00439,"SWITCH,WALL,6RD;PTO-HC-S-FSM",EA,329.0,164.5,,,,14-10435-130
V-00440,"SWITCH,WALL,6RD;PTO-HC-S-FSM-WS",EA,316.0,158.0,,,,
V-00441,"SWITCH,WALL,6RD;PTO-HC-MB-SM-RC",EA,336.0,168.0,,,,
V-00442,"SWITCH,WALL,4-1/2 RD;BLANK-S-FSM",EA,180.0,90.0,,,,
V-00443,"SWITCH,WALL,4-1/2RD;PTO-S-FM",EA,142.0,71.0,,,,
V-00444,"SWITCH,WALL,4-1/2RD;HC-S-FM",EA,142.0,71.0,,,,14-10438-110
V-00445,"SWITCH,WALL,4-1/2RD-S-FM-RC",EA,364.0,182.0,,,,
V-00446,"SWITCH,WALL,4-1/2RD;HC-S-FM-WS",EA,194.0,97.0,,,,
V-00447,"SWITCH,WALL,4-1/2RD;HC-S-FM-RC-WS",EA,304.0,152.0,,,,
V-00448,"SWITCH,WALL,4-1/2RD;HC-S-SM",EA,223.0,111.5,,,,
V-00449,"SWITCH,WALL,4-1/2RD;HC-S-SM-RC",EA,336.0,168.0,,,,
V-00450,"SWITCH,WALL,4-1/2RD;HC-S-SM-WS",EA,382.0,191.0,,,,
V-00451,"SWITCH,WALL,4-1/2RD;HC-S-SM-RC-WS",EA,382.0,191.0,,,,
V-00452,"SWITCH,WALL,4-1/2RD;HC-S-FSM",EA,223.0,111.5,,,,
V-00453,"SWITCH,WALL,4-1/2RD;PTO-HC-S-FM-RC",EA,364.0,182.0,,,,
V-00454,"SWITCH,WALL,4-1/2RD;PTO-HC-S-FM-WS",EA,161.0,80.5,,,,
V-00455,"SWITCH,WALL,4-1/2RD;PTO-HC-S-FM-RC-WS",EA,403.0,201.5,,,,
V-00456,"SWITCH,WALL,4-1/2RD;PTO-HC-S-SM",EA,223.0,111.5,,,,14-10439-120
V-00457,"SWITCH,WALL,4-1/2RD;PTO-HC-S-SM-RC",EA,336.0,168.0,,,,
V-00458,"SWITCH,WALL,4-1/2RD;PTO-HC-S-SM-WS",EA,293.0,146.5,,,,
V-00459,"SWITCH,WALL,4-1/2RD;PTO-HC-S-SM-RC-WS",EA,382.0,191.0,,,,
V-00460,"SWITCH,WALL,4-1/2RD;PTO-HC-S-FSM",EA,315.0,157.5,,,,
V-00461,"SWITCH,WALL,4-1/2RD;PTO-HC-S-FSM-WS",EA,298.0,149.0,,,,
V-00462,"SWITCH,WALL,4-1/2RD;PTO-HC-S-FSM-RC-W",EA,403.0,201.5,,,,
V-00463,"SWITCH,WALL,4-1/2SQ;BLANK-S-SM",EA,194.0,97.0,,,,
V-00464,"SWITCH,WALL,4-1/2SQ;PTO-S-FM-RC",EA,343.0,171.5,,,,
V-00465,"SWITCH,WALL,4-1/2SQ;PTO-S-FM-WS",EA,144.0,72.0,,,,
V-00466,"SWITCH,WALL,4-1/2SQ;PTO-S-SM",EA,211.0,105.5,,,,14-10441-120
V-00467,"SWITCH,WALL,4-1/2SQ;PTO-S-SM-RC",EA,316.0,158.0,,,,14-10441-121
V-00468,"SWITCH,WALL,4-1/2SQ;PTO-S-SM-WS",EA,316.0,158.0,,,,
V-00469,"SWITCH,WALL,4-1/2SQ;PTO-S-SM-RC-WS",EA,316.0,158.0,,,,
V-00470,"SWITCH,WALL,4-1/2SQ;PTO-S-FSM",EA,194.0,97.0,,,,
V-00471,"SWITCH,WALL,4-1/2 SQUARE",EA,155.0,77.5,,,,
V-00472,"SWITCH,WALL,4-1/2SQ;HC-S-SM-RC",EA,316.0,158.0,,,,
V-00476,"CLIP,MOTOR LEADS,GT20",EA,3.23,1.62,,,,
V-00477,"SWITCH,WALL,4-1/2SQ;PTO;HC-S-FM-RC",EA,373.0,186.5,,,,14-10443-111
V-00478,"SWITCH,WALL;4-1/2SQ;PTO;HC-S-FM-WS",EA,173.0,86.5,,,,
V-00479,"SWITCH,WALL;4-1/2SQ;PTO;HC-S-FM-RC-WS",EA,382.0,191.0,,,,
V-00480,"SWITCH,WALL;4-1/2SQ;PTO;HC-S-SM-WS",EA,271.0,135.5,,,,14-10443-122
V-00481,"SWITCH,WALL;4-1/2SQ;PTO;HC-S-SM-RC-WS",EA,416.0,208.0,,,,14-10443-123
V-00482,"SWITCH,WALL;4-1/2SQ;PTO;HC-S-FSM",EA,211.0,105.5,,,,14-10443-130
V-00483,"SWITCH,WALL;4-1/2SQ;PTO;HC-S-FSM-RC",EA,316.0,158.0,,,,
V-00484,"SWITCH,WALL;4-1/2SQ;PTO;HC-S-FSM-RC-WS",EA,382.0,191.0,,,,
V-00485,"TRANSMITTER,300MHZ;WIKK",EA,163.0,81.5,,,,
V-00486,"SWITCH,WALL1-3/4 RT;BLANK-S-SM",EA,505.0,252.5,,,,
V-00487,"SWITCH,WALL;1-3/4 RT;BLANK-S-SM-RC",EA,222.0,111.0,,,,
V-00488,SWITCH:WALL;1-3/4 RT;BLANK-MB-SM,EA,416.0,208.0,,,,
V-00489,"SWITCH,WALL;1-3/4RT;PTO-S-FM",EA,108.0,54.0,,,,
V-00490,"SWITCH,WALL;1-3/4RT;PTO-S-SM-RC",EA,304.0,152.0,,,,
V-00491,"SWITCH,WALL;1-3/4RT;PTO-MB-SM",EA,512.0,256.0,,,,
V-00492,"SWITCH,WALL;1-3/4RT;HC-S-FM",EA,119.0,59.5,,,,14-10446-110
V-00494,"SWITCH,WALL;1-3/4RT;HC-S-SM-RC",EA,304.0,152.0,,,,14-10446-121
V-00495,"SWITCH,WALL,1-3/4RT;PTO;HC-S-FM-RC",EA,304.0,152.0,,,,
V-00496,"SWITCH,WALL,1-3/4RT;PTO;HC-S-FM-WR",EA,304.0,152.0,,,,
V-00497,"SWITCH,WALL,1-3/4RT;PTO;HC-S-SM",EA,155.0,77.5,,,,
V-00498,"SWITCH,WALL,1-3/4RT;PTO;HC-S-SM-WR",EA,167.0,83.5,,,,
V-00499,"SWITCH,WALL,1-3/4RT;PTO;HC-S-SM-RC-WS",EA,167.0,83.5,,,,
V-00505,"GUIDE RAIL,30X36 CE-805-1DK.BZ",EA,493.0,246.5,,,,
V-00506,"GUIDE RAIL,43X36- #CE-810-H-605-1CLR",EA,1458.0,729.0,,,,
V-00507,"GUIDE RAIL,43X36- #CE-810-H-605-1DK.BZ",EA,1503.0,751.5,,,,
V-00508,"GUIDE RAIL,204,43X36- #CE-810-H-655-1",EA,1662.0,831.0,,,,
V-00509,"GUIDE RAIL,43X36 -#CE-810-H-655-1DK.BZ",EA,1503.0,751.5,,,,
V-00510,"GUIDE RAIL,30X36 CE-805-1CLR",EA,507.0,253.5,,,,14-11437-11
V-00513,"ADAPTER,CLAMPING,STANDARD,GT20",EA,194.0,97.0,,,,
V-00516,"GLASS STOP,ADJUSTING TOOL",EA,477.0,238.5,,,,
V-00517,"CLIP,V,GT20 INSWING TRACK",EA,50.0,25.0,,,,
V-00519,"DAMPER,ROTARY,SELF-CLOSER",EA,744.0,372.0,,,,14-13959
V-00520,"PULL SPRING,SELF-CLOSER",EA,1366.0,683.0,,,,24-13908
V-00521,"RACK,CONTROL,SELF-CLOSER",EA,240.0,120.0,,,,24-13909
V-00528,"LOCK,MS STYLE,1.5 BACKSET;HOOKBOLT",EA,70.0,35.0,,,,24-14811
V-00530,"BRACKET,MAGLOCK,SECURITRON #SMLS",EA,426.0,213.0,,,,24-12183
V-00531,"MAGLOCK,SECURITON,SAM",EA,2656.0,1328.0,,,,24-12182
V-00532,BOTTOM GUIDE;STANLEY;FSL;RH,EA,68.0,34.0,,,,S-11901R
V-00533,BOTTOM GUIDE;STANLEY;FSL;LH,EA,68.0,34.0,,,,S-11901L
V-00534,BOTTOM GUIDE;STANLEY;FBO,EA,63.0,31.5,,,,S-3150
V-00535,BOTTOM GUIDE;DOM;FSL;RH,EA,133.0,66.5,,,,D-122508RH
V-00536,BOTTOM GUIDE;DOM;FSL;LH,EA,133.0,66.5,,,,D-122508LH
V-00537,BOTTOM GUIDE;HORTON;FSL;RH,EA,97.0,48.5,,,,H-4051
V-00538,BOTTOM GUIDE;HORTON;FSL;LH,EA,97.0,48.5,,,,H-4050
V-00539,"SHEET,HDPE.,.250 X 48 X 96;BLACK",SQ IN,1.47,0.74,,,,
V-00540,"SHEET,HDPE.,.250 X 48 X 96;WHITE",SQ IN,1.47,0.74,,,,
V-00542,"KEY,SPARE;KEY SWITCH",EA,11.3,5.65,,,,10-3328
V-00551,"HOUSING,SOCKET;4 CKT.",EA,1.47,0.74,,,,
V-00552,FUSE;5A;GMA;5X20MM,EA,11.3,5.65,,,,14-9470
V-00553,TRANSMITTER;433MHZ;WIKK,EA,154.0,77.0,,,,
V-00554,"DIODE,400V 1N4004-TR",EA,1.47,0.74,,,,10-0352
V-00555,TERMINAL BLOCK,EA,10.6,5.3,,,,10-1501
V-00556,RESISTOR,EA,1.47,0.74,,,,
V-00557,"BOTTOM PIN GUIDE,BESAM",EA,55.0,27.5,,,,B-7000P
V-00567,"TRANSMITTER,300MHZ;HAND HELD",EA,116.0,58.0,,,,22-11943
V-00571,"ACTUATOR,POSITIVE LATCH,RECESSED,313",EA,89.0,44.5,,,,21-5583-02
V-00572,ALLEN KEY 3/32,EA,1.47,0.74,,,,14-6283
V-00573,"GUIDE RAIL,30X42 #CE-805-2CLR",EA,468.0,234.0,,,,14-11437-11 30X42
