Part Number,Description,UOM,List Price,Net Price,Category,Manufacturer Part,Notes,Net Before Tariff
10LZRMICROSCAN1UT,"10LZRMICROSCAN1UT KIT, Universal Kit with Power Supply & DS",EA,1899.42,895.77,,,,845.07
10LZRMICROSCAN2T,LZR MICROSCAN 2 KIT PAIR OF DOORS,EA,3536.15,1637.47,,,,1544.78
10LZRMICROSCAN2UT,"10LZRMICROSCAN2UT KIT, Universal Kit with Power Supply & DS",EA,3652.76,1722.23,,,,1624.74
10LZRMICROSCANHUB,LZR-Microscan HUB unit Replacement unit ONLY,EA,205.01,97.09,,,,91.6
10LZRS600,LZR®-GOLD-BLACK BLK-02 S600,EA,2240.46,1242.06,,,,1171.75
10LZRSIGMA-CA,"LZRSIGMA CEILING ACCESSORY, RECESSED",EA,95.51,40.62,,,,38.33
10LZRSIGMA-WAB,LZRSIGMA WALL MOUNT ACCESSORY BLACK,EA,95.51,40.62,,,,38.33
10LZRSIGMA-WAW,LZRSIGMA WALL MOUNT ACCESSORY WHITE,EA,95.51,40.62,,,,38.33
10LZRU920,LZR®-GOLD-BLACK BLK-02 U920,EA,2387.65,1123.93,,,,1060.31
10LZRU921,LZR®-GOLD-BLACK BLK-02 U921,EA,2488.77,1171.75,,,,1105.43
10LZRWIDESCAN,Widescan Industrial Sensor,EA,1904.5,896.75,,,,845.99
10MAGDE1,"Maglock,External Siren,Keyswit Signage, Delayed Egress, UL",EA,1542.12,733.55,,,,692.03
10MAGLIFELOCK9,10MAGLIFLOCK9 -- SINGLE 80LBS MINI ELECT. LOCK,EA,156.81,49.2,,,,46.41
10MAGLOCK1UL,"Maglock, 1200lb sgl, UL Listed",EA,433.48,127.36,,,,120.15
10MAGLOCK1ULDS,"Maglock, 1200lb sgl, DR STATUS, UL LISTED",EA,453.46,133.26,,,,125.72
10MAGLOCK3UL,"Maglock, 600lb sgl, UL Listed",EA,399.64,115.76,,,,109.21
10MAGLOCK3ULDS,"Maglock, 600lb sgl, DR STATUS UL LISTED",EA,427.48,124.0,,,,116.98
10MAGLOCK5UL,"Maglock, 1200lb dbl, UL Listed",EA,1029.89,300.63,,,,283.61
10MAGLOCK5ULDS,"Maglock, 1200lb dbl, DR STATUS UL LISTED",EA,1039.76,303.84,,,,286.64
10MAGLOCK6UL,"Maglock, 600lb dbl, UL Listed",EA,653.22,190.28,,,,179.51
10MAGLOCK6ULDS,"Maglock, 600lb dbl, DR STATUS UL LISTED",EA,659.71,192.77,,,,181.86
10MATRIXD110,"Matrix, Double Unit, 110volt",EA,261.93,111.85,,,,105.52
10MATRIXD1224,"Matrix, Double Unit, 12-24volt",EA,263.93,112.91,,,,106.52
10MATRIXHARN,"Harness, Matrix",EA,21.73,7.36,,,,6.95
10MATRIXIIS110,"MatrixII Single Unit, 110 Volt with yellow housing",EA,226.85,89.0,,,,83.96
10MATRIXIIS1224,MatrixII Single Unit 12-24 vlt with yellow housing,EA,226.85,89.0,,,,83.96
10MC15,"Module,MC15 Safety Module and Lock Out Relay",EA,139.21,65.68,,,,61.96
10MC25,"Module,MC25 Delay on Make, Delay on Break Time Delay",EA,132.47,62.69,,,,59.14
10MICRO1DADAPT,"Microcell DBL, with beam adapt no cables, w/ Optex adapters",EA,243.46,126.05,,,,118.91
10MICRO1SADAPT,"Microcell SGL, with beam adapt no cables, w/ Optex adapters",EA,185.03,95.8,,,,90.37
10MICROCELL1D,"Microcell Double Safety Beams, 5 Meter Cables",EA,278.29,131.31,,,,123.87
10MICROCELL1DL,"Microcell Double Safety Beam Set, 10 Meter Cables",EA,299.64,141.47,,,,133.46
10MICROCELL1S,"Microcell Single Safety Beams, 5 Meter Cables",EA,208.63,98.43,,,,92.85
10MICROCELL1SL,"Microcell Single Safety Beams, 10 Meter Cables",EA,224.36,106.2,,,,100.19
10MICROCELLADAPTER,"Harness, Microcell cable adapt 2 harnesses for 1 set of beams",EA,11.62,5.81,,,,5.48
10MICROCONTROL,Microcell Control Box,EA,129.1,72.02,,,,67.94
10MICROSCANMOUNT,"Mounting Kit, Microscan For Center Pivot Doors",EA,136.97,65.08,,,,61.4
10MICROSCAN-UKIT,"Microscan Universal Kit Accessory, Power Supply + Doorswitch",EA,124.61,59.1,,,,55.76
10MICROSCAN-Y,"Mounting Kit, Microscan For Glass or Fire Door",EA,37.46,17.53,,,,16.54
10MINIBRACKET,Mini Bracket for Industrial Sensors,EA,120.74,67.68,,,,63.85
10MS09L,MS09 IND. Magic Switch logo Hand Logo Only,EA,355.06,166.8,,,,157.35
10MS09TL,MS09 IND. Magic Switch T&L text and logo,EA,355.06,166.8,,,,157.35
10MS31BASE,"10MS31BASE, Base Unit for Custom MS31",EA,316.61,148.72,,,,140.31
10MS31J-B,"10MS31J-B Black Standard Magic Switch, JAMB Style",EA,316.61,148.72,,,,140.31
10MS31J-G,"10MS31J-G Gray Standard Magic Switch, JAMB Style",EA,316.61,148.72,,,,140.31
10MS31J-W,"10MS31J-W White Standard Magic Switch, JAMB Style",EA,316.61,148.72,,,,140.31
10MS31R-B,"10MS31R-B Black Standard Magic Switch, 6"" ROUND",EA,316.61,148.72,,,,140.31
10MS31R-G,"10MS31R-G Gray Standard Magic Switch, 6"" ROUND",EA,316.61,148.72,,,,140.31
10MS31R-W,"10MS31R-W White Standard Magic Switch, 6"" ROUND",EA,316.61,148.72,,,,140.31
10MS31U-B,"10MS31U-B Black Standard Magic Switch, SG + DG Faceplates",EA,318.61,149.78,,,,141.31
10MS31U-G,"10MS31U-G Gray Standard Magic Switch, SG + DG Faceplates",EA,318.61,149.78,,,,141.31
10MS31U-W,"10MS31U-W White Standard Magic Switch, SG + DG Faceplates",EA,318.61,149.78,,,,141.31
10MS41-D,"10MS41-D Magic Switch, Touchless, Stainless Steel DOUBLE GANG",EA,391.64,181.47,,,,171.2
10MS41-DA,"10MS41-DA Magic Switch, Touchless SS Double Gang, ACCESS LOGO",EA,391.64,181.47,,,,171.2
10MS41-DP,"10MS41-DP Magic Switch, Touchless, SS, Double Gang, PLAIN",EA,391.64,181.47,,,,171.2
10MS41-DPAL,"10MS41-DP Magic Switch, Touchless, SS, DG, PLAIN, ACCESS",EA,391.64,181.47,,,,171.2
10MS41-DPHL,"10MS41-DP Magic Switch, Touchless, SS, DG, PLAIN, HAND",EA,391.64,181.47,,,,171.2
10MS41-J,"10MS41-J Magic Switch, Touchless, Stainless Steel JAMB",EA,361.62,164.51,,,,155.2
10MS41-JA,"10MS41-JA Magic Switch, Touchless, SS JAMB, ACCESS LOGO",EA,362.74,165.57,,,,156.2
10MS41-JP,"10MS41-JP Magic Switch, Touchless, SS JAMB, PLAIN",EA,363.87,166.63,,,,157.2
10MS41-JPAL,"10MS41-JPAL Magic Switch, Touchless, SS JAMB, PLAIN, ACCESS",EA,363.87,166.63,,,,157.2
10MS41-JPHL,"10MS41-JPHL Magic Switch, Touchless, SS JAMB, PLAIN, HAND",EA,363.87,166.63,,,,157.2
10MS41-R,"10MS41-R Magic Switch, Touchless, Stainless Steel 6"" ROUND",EA,393.64,182.53,,,,172.2
10MS41-RA,"10MS41-RA Magic Switch, Touchess, SS 6"" ROUND, ACCESS LOGO",EA,393.64,182.53,,,,172.2
10MS41-RP,"10MS41-RP Magic Switch, Touchless, SS, 6"" ROUND, PLAIN",EA,393.64,182.53,,,,172.2
10MS41-RPAL,"10MS41-RP Magic Switch, Touchless, SS, 6"" ROUND, PLAIN, ACCES",EA,391.64,181.47,,,,171.2
10MS41-RPHL,"10MS41-RP Magic Switch, Touchless, SS, 6"" ROUND, PLAIN, HAND",EA,393.64,182.53,,,,172.2
10MS41-S,"MAGIC SWITCH Single Gang, TEXT + HAND LOGO",EA,366.92,169.51,,,,159.92
10MS41-SA,"10MS41-SA Magic Switch, Touchless SS Single Gang, ACCESS LOGO",EA,366.92,169.51,,,,159.92
10MS41-SP,"10MS41-SP Magic Switch, Touchless, SS, Single Gang, PLAIN",EA,366.92,169.51,,,,159.92
10MS41-SPAL,"10MS41-SP Magic Switch, Touchless, SS, SG, PLAIN, ACCESS",EA,366.92,169.51,,,,159.92
10MS41-SPHL,"10MS41-SP Magic Switch, Touchless, SS, SG, PLAIN, HAND",EA,366.92,169.51,,,,159.92
10MS51-D,MS51 RELAY VERSION Double Gang Wave to Open + Hand,EA,390.52,180.41,,,,170.2
10MS51-DA,MS51 RELAY VERSION Double Gang Wave to Open + Wheelchair,EA,390.52,180.41,,,,170.2
10MS51-DP,MS51 RELAY VERSION Double Gang Plain,EA,390.52,180.41,,,,170.2
10MS51-DT,MS51 RELAY VERSION Double Gang Wave to Open,EA,390.52,180.41,,,,170.2
10MS51-J,MS51 RELAY VERSION Jamb Wave to Open + Hand,EA,361.62,164.51,,,,155.2
10MS51-JA,MS51 RELAY VERSION Jamb Wave to Open + Wheelchair,EA,361.62,164.51,,,,155.2
10MS51-JP,MS51 RELAY VERSION Jamb Plain,EA,361.62,164.51,,,,155.2
10MS51-JT,MS51 RELAY VERSION Jamb Wave to Open,EA,361.62,164.51,,,,155.2
10MS51-R,MS51 RELAY VERSION Round Wave to Open + Hand,EA,401.75,191.01,,,,180.2
10MS51-RA,MS51 RELAY VERSION Round Wave to Open + Wheelchair,EA,401.75,191.01,,,,180.2
10MS51-RP,MS51 RELAY VERSION Round Plain,EA,401.75,191.01,,,,180.2
10MS51-RT,MS51 RELAY VERSION Round Wave to Open,EA,389.71,191.01,,,,180.2
10MS51-S,MS51 RELAY VERSION Single Gang Wave to Open + Hand,EA,366.11,168.75,,,,159.2
10MS51-SA,MS51 RELAY VERSION Single Gang Wave to Open + Wheelchair,EA,366.11,168.75,,,,159.2
10MS51-SAF,"MS51 RELAY VERSION SG Wave to Open + Wheelchair, FRENCH",EA,364.11,167.69,,,,158.2
10MS51-SP,MS51 RELAY VERSION Single Gang Plain,EA,366.11,168.75,,,,159.2
10MS51-ST,MS51 RELAY VERSION Single Gang Wave to Open,EA,366.11,168.75,,,,159.2
10MS51W-D,MS51W WIRELESS - 900MHz VER. Double Gang Wave to Open + Hand,EA,414.99,202.67,,,,191.2
10MS51W-DA,MS51W WIRELESS -900MHz Double Gang Wave to Open + Wheelchair,EA,414.99,202.67,,,,191.2
10MS51W-DKIT,MS51 WIRELESS VERSION - Double Gang Kit,EA,996.75,436.93,,,,412.2
10MS51W-DP,MS51W WIRELESS - 900MHz VERSION Double Gang Plain,EA,414.99,202.67,,,,191.2
10MS51W-DT,MS51W WIRELESS - 900MHz VERSION Double Gang Wave to Open,EA,414.99,202.67,,,,191.2
10MS51W-J,MS51W WIRELESS - 900MHz VERSION Jamb Wave to Open + Hand,EA,388.34,188.89,,,,178.2
10MS51W-JA,MS51W WIRELESS - 900MHz VER. Jamb Wave to Open + Wheelchair,EA,386.34,187.83,,,,177.2
10MS51W-JP,MS51W WIRELESS - 900MHz VERSION Jamb Plain,EA,388.34,188.89,,,,178.2
10MS51W-JT,MS51W WIRELESS - 900MHz VERSION Jamb Wave to Open,EA,388.34,188.89,,,,178.2
10MS51W-R,MS51W WIRELESS - 900MHz VER. Round Wave to Open + Hand,EA,426.23,213.27,,,,201.2
10MS51W-RA,MS51W WIRELESS - 900MHz VER. Round Wave to Open + Wheelchair,EA,426.23,213.27,,,,201.2
10MS51W-RP,MS51W WIRELESS - 900MHz VERSION Round Plain,EA,426.23,213.27,,,,201.2
10MS51W-RT,MS51W WIRELESS - 900MHz VERSION Round Wave to Open,EA,414.18,213.27,,,,201.2
10MS51W-S,MS51W WIRELESS - 900MHz VER. Single Gang Wave to Open + Hand,EA,388.59,189.95,,,,179.2
10MS51W-SA,MS51W WIRELESS -900MHz Single Gang Wave to Open + Wheelchair,EA,388.59,189.95,,,,179.2
10MS51W-SAF,"MS51W WIRELESS -900MHz SG Wave to Open + Wheelchair, FRENCH",EA,388.59,189.95,,,,179.2
10MS51W-SKIT,MS51 WIRELESS VERSION - Single Gang Kit,EA,928.63,415.73,,,,392.2
10MS51W-SP,MS51W WIRELESS - 900MHz VERSION Single Gang Plain,EA,388.59,189.95,,,,179.2
10MS51W-ST,MS51W WIRELESS - 900MHz VERSION Single Gang Wave to Open,EA,388.59,189.95,,,,179.2
10MSBOXDGSM,"10MSBOXDGSM, BOX, MAGIC SWITCH, DOUBLE GANG, SURFACE MOUNT",EA,46.49,21.45,,,,20.23
10MSBOXJAMBSM,"10MSBOXJAMBSM, BOX, MAGIC SWITCH, JAMB, SURFACE MOUNT",EA,37.84,17.5,,,,16.51
10MSBOXRNDSM,"10MSBOXRNDSM, BOX, MAGIC SWITCH, ROUND, SURFACE MOUNT",EA,61.33,28.68,,,,27.06
10MSBOXSGSM,"10MSBOXSGSM, BOX, MAGIC SWITCH, SINGLE GANG, SURFACE MOUNT",EA,37.84,17.5,,,,16.51
10MSRR-D,Magic Switch Restroom Kit Double Gang,EA,667.5,471.7,,,,445.0
10MSRR-DGPS,Magic Switch Restroom Kit Double Gang w/power supply cabinet,EA,847.5,598.9,,,,565.0
10MSRR-S,Magic Switch Restroom Kit Single Gang,EA,630.0,445.2,,,,420.0
10MSRR-SGPS,Magic Switch Restroom Kit Single Gang w/power supply cabinet,EA,840.0,593.6,,,,560.0
10PBDGP1,"Push Plate,S/S Dual Gang , Text and Logo",EA,124.36,69.49,,,,65.56
10PBJ,"Push Plate,S/S Jamb,Text",EA,78.79,37.12,,,,35.02
10PBJ1,"Push Plate,S/S Jamb,T&L",EA,78.79,37.12,,,,35.02
10PBJ10,"Push Plate,S/S Jamb,Plain",EA,78.79,37.12,,,,35.02
10PBJ1B,"Push Plate,S/S Jamb,T&L Blue Powdercoat",EA,78.79,37.12,,,,35.02
10PBJE,"Push Plate, Jamb, Push to Exit SS, 1.5"""" x 4.75"""" text only",EA,78.79,37.12,,,,35.02
10PBJL,"Push Plate,S/S Jamb,Logo",EA,78.79,37.12,,,,35.02
10PBJM1,"Push Plate,S/S Jamb,T&L 2 Stud wtih boot",EA,78.79,37.12,,,,35.02
10PBJML,"Push Plate,S/S Jamb,Logo 2-Stud with boot",EA,78.79,37.12,,,,35.02
10PBJMS1,Jamb 1.75 x 4.5 Text and Logo Microswitch,EA,80.79,38.18,,,,36.02
10PBJMSLL,Jamb 1.75 x 4.5/Logo Microswitch,EA,80.79,37.58,,,,35.46
10PBJSREV,"Push Plate, Jamb Braille Custom for Besam",EA,84.16,39.97,,,,37.71
10PBO241,"Push Plate,S/S 2"""" x 4"""" Oblong TEXT & LOGO",EA,93.15,44.16,,,,41.66
10PBO2410,"Push Plate,S/S 2"""" x 4"""" Oblong Plain",EA,93.15,44.16,,,,41.66
10PBO24E,"Push Plate,S/S 2"""" x 4"""" Oblong, PUSH TO EXIT",EA,93.15,44.16,,,,41.66
10PBO24L,"Push Plate,S/S 2"""" x 4"""" Oblong, Logo Only",EA,93.15,44.16,,,,41.66
10PBR,"Push Plate,S/S 6"""" Rnd,Text, .093 Thru Holes",EA,90.9,42.96,,,,40.53
10PBR1,"Push Plate,S/S 6"""" Rnd,T&L,.093 Thru Holes",EA,88.9,41.9,,,,39.53
10PBR10,"Push Plate,S/S 6"""" Rnd,Plain",EA,90.9,42.96,,,,40.53
10PBR1AL,"10PBR1AL, 6"" round SS plate, text & Alternative logo",EA,88.9,41.9,,,,39.53
10PBR45,"Push Plate,S/S 4.5"""" Rnd,Text",EA,77.66,36.52,,,,34.46
10PBR451,"Push Plate,S/S 4.5"""" Rnd,T&L",EA,77.66,36.52,,,,34.46
10PBR4510,"Push Plate,S/S 4.5"""" Rnd,Plain",EA,77.66,36.52,,,,34.46
10PBR45LL,"Push Plate,S/S 4.5"""" Rnd,LgLogo",EA,77.66,36.52,,,,34.46
10PBRLL,"Push Plate,S/S 6"""" Rnd,Lg Logo",EA,88.9,41.9,,,,39.53
10PBS,"Push Plate,S/S,4.75"""" Sq,Text, .093 Thru Hole",EA,88.9,41.9,,,,39.53
10PBS1,"Push Plate,S/S 4.75"""" Sq.,T&L, .093 Thru Holes",EA,88.9,41.9,,,,39.53
10PBS10,"Push Plate,S/S 4.75"""" Sq, Plain",EA,88.9,41.9,,,,39.53
10PBS1AL,"10PBS1AL, 4.75"" Square SS push plate, text & Alternativ logo",EA,88.9,41.9,,,,39.53
10PBS1B,"Push Plate,S/S 4.75"""" Sq.,T&L, Blue Powdercoat with White T&L",EA,90.9,42.96,,,,40.53
10PBS1SB,"PushPlate, Satin Brass plated T&L, S/S Titanium Plated Brass",EA,281.42,132.96,,,,125.44
10PBS45,"Push Plate,S/S 4.5"""" Sq,Text",EA,84.16,39.97,,,,37.71
10PBS451,"4.5 INCH SQUARE PUSH PLATE, 4.5"" Square, Stainless Steel, Text + Logo",EA,84.16,39.97,,,,37.71
10PBS4510,"Push Plate,S/S 4.5"""" Sq,Plain",EA,84.16,39.97,,,,37.71
10PBS451AL,"10PBS451, 4.5"" Square SS push plate, text & ALT logo",EA,84.16,39.97,,,,37.71
10PBS451B,"Push Plate,S/S 4.5"""" Sq,T&L Blue Powdercoat/Leatherette",EA,84.16,39.97,,,,37.71
10PBS45B,"Push Plate,S/S 4.5"""" Sq,Text Blue Powdercoat/ Leatherette",EA,84.16,39.97,,,,37.71
10PBS45LL,"Push Plate,S/S 4.5"""" Sq, LL Large Logo only",EA,84.16,39.97,,,,37.71
10PBS45POD,"Push Plate,S/S,4.5"""" Sq,Text, Press To Operate Door",EA,84.16,39.97,,,,37.71
10PBS6,"Push Plate 6"""" Square TEXT only Stainless STL, .093 Thru Holes",EA,90.9,42.96,,,,40.53
10PBS61,"Push Plate 6"""" Square text+logo Stainless STL, .093 Thru Holes",EA,90.9,42.96,,,,40.53
10PBS610,"Push Plate 6"""" Square, Plain Stainless STL, .093 Thru Holes",EA,90.9,42.96,,,,40.53
10PBS6LL,"Push Plate 6"""" Square LOGO only Stainless STL, .093 Thru Holes",EA,90.9,42.96,,,,40.53
10PBSE,"Push Plate, SQ, Push to Exit SS, 4.75"""" square, text only",EA,88.9,41.9,,,,39.53
10PBSLL,"Push Plate,S/S 4.75 Sq,Large Logo",EA,88.9,41.9,,,,39.53
10PHOENIXEX100,"Falcon Sensor EXPROOF HSG Grey, R1 & R2 config, 100ft cabe",EA,2765.18,1809.79,,,,1707.35
10PHOENIXEX-IT100,"Falcon EXPROOF HSG Grey, R1 & R2 config, 100ft cable",EA,2765.18,1809.79,,,,1707.35
10PHOENIXEXW100,"PHOENIXEX WIDE, Explosion Proof Gray, R1 & R2 config, 100ft",EA,2638.21,1809.79,,,,1707.35
10PHOENIXEXW-IT100,"PHOENIXEX ITW, Explosion Proof Gray, 100ft",EA,2638.21,1809.79,,,,1707.35
10PHOENIXEXXL100,"PHOENIXEX XL IND Motion Sensor, Grey, R1 & R2 config, 100FT",EA,2638.21,1809.79,,,,1707.35
10PHOENIXEXXL-IT100,PHOENIXEXITXL Industrial EX-PROOF Motion Sensor - 100ft cable,EA,2638.21,1809.79,,,,1707.35
10PIEZO241,"Piezoelectric Switch, Single Gang, """"Push To Exit"""" in Red",EA,292.81,140.17,,,,132.23
10PROXIMOD,ProximoD Dual Sensor Black,EA,521.87,109.05,,,,102.88
10PS12-24,"Power Supply / Battery Charger 12vdc or 24vdc @ 1.75 amp, UL",EA,395.82,188.97,,,,178.28
10PS12-24D,"Pwr Sup. / Bat. Chgr, 12vdc or 24vdc @ 1.75 amp, Acom. 2 Bat.",EA,428.54,205.17,,,,193.56
10PSMDR2024,10PSMDR2024 -- DIN Rail Power Supply 24W 24V 1A,EA,107.51,51.2,,,,48.3
10PSST242,"AC/DC Power Supply, ITE, 1 Output, 24 W, 24 V, 2 A",EA,103.51,49.08,,,,46.3
10PSVR5T,"Voltage Regulator, 24VAC, VR5T 12vdc or 24vdc @ 3 amp",EA,350.34,91.91,,,,86.7
10PTLBUTTON,"10PTLBUTTON, Switch SG ""Push to Lock"" LED Illuminated Switch",EA,82.02,41.85,,,,39.48
10QSPRIMARY,QUADSCAN I NO HOUSING-02,EA,400.0,188.32,,,,177.66
10QUADSCANI,Quadscan I safety sensor,EA,426.97,200.87,,,,189.5
10QUADSCANICUSTOM,"Quadscan I, Custom Lengh custom size",EA,444.95,207.57,,,,195.82
10QUADSCANII,Quadscan II safety sensor,EA,653.94,308.0,,,,290.57
