Part Number,Description,UOM,List Price,Net Price,Category,Manufacturer Part,Notes,Addison Price,Door Controls Price,Best Source
9-61-0033,Safety Beam Heads w/Cable (Optex - Blue/Gray Wire - 1),EACH,227.0,154.19,,,,,,154.18975
9-61-0035,"Spacer, Optex Reaction Sensor",EACH,183.0,124.3,,,,,,124.30274999999999
9-61-0036,"Sensor, Optex - X ZoneT Motion/Presence, Slide Door",EACH,505.0,343.02,,,,,,343.02124999999995
9-61-0037,"Sensor, Presence, Premier T + cntrl,Optex,Swing/Fold",EACH,990.0,672.46,,,,,,672.4575
9-61-0038,"Sensor, RIC 290 AC US CANBus Motion/Presence, Sliding Door",EACH,752.0,510.8,,,,,691.84,510.796
9-61-0040,"Sensor,OnDoor Presence Single LZR Microscan**DROPSHIP ITEM**",EACH,3031.0,2058.81,,,,,2788.52,2058.8067499999997
9-61-0041,"Sensor, On Door Presence LZR Microscan, Dual,Drop ship",EACH,4850.0,3294.36,,,,,,3294.3624999999997
9-61-0042,"Sensor, Touchless Activation **Drop Ship Item**",EACH,889.0,603.85,,,,,,603.85325
9-61-0043,"Switch, Touchless Activation 19",EACH,776.0,527.1,,,,,,527.098
9-61-0045,"Push Plate, 4.5x4.5 Square SS,HC, ""Push to Open""",EACH,188.0,127.7,,,,,172.96,127.699
9-61-0051,"Kit, Wire Ass'y. - Header Molded Connector Safety Beams",EACH,108.0,73.36,,,,,99.36,73.359
9-61-0052,"Kit, Beam Head/Wire Ass'y. Molded Connector Safety Beams",EACH,273.0,185.44,,,,217.6,251.16,185.43525
9-61-0062,"36"" BEA High-Low SS Push Plate w/ Integrated 900Mhz Wireless ""Push ToEACH",EACH,1409.0,957.06,,,,,,957.0632499999999
9-61-0066,"6"" BEA Round Black MS31 ""Wave To Open"" Text & hand Logo",EACH,713.0,484.31,,,,,,484.30524999999994
9-61-0068,"Stainless Steel 4.75"" Square Push To Open Drop Ship Item",EACH,187.0,127.02,,,,,,127.01974999999999
9-61-0069,"Stainless Steel 4.75"" Square Handicap Logo *DROP SHIP*",EACH,187.0,127.02,,,,,,127.01974999999999
9-61-0070,900 MHz Receiver Module,EACH,226.0,153.51,,,,,,153.5105
9-61-0072,900 MHz Push Button Transmitter,EACH,166.0,112.76,,,,,,112.7555
9-61-0075,"Weather Ring 4.75"" X 4.75""",EACH,26.0,17.66,,,,,,17.660500000000003
9-65-0006,"Ring, Retaining (External)",EACH,14.0,9.51,,,,,,9.5095
9-70-0077,"Bumper, Pin Guide",ROLL,4310.0,2927.57,,,,2.61,6.03,2.61
9-73-0071,"Magnet, Flexible",FT,12.0,8.15,,,,,,8.151
9-73-0074,Breakout Stop / Switch 81322-900,EACH,771.0,523.7,,,,,709.32,523.70175
9-73-0079,Magnet (for Magnetic Switch),EACH,8.0,5.43,,,,,7.36,5.434
9-73-0080,"Panic Switch, Magnetic (N/O)",EACH,38.0,25.81,,,,,34.96,25.8115
9-73-0081,"Switch, Recessed Contact, 3/8",EACH,28.0,19.02,,,,,,19.019
9-73-0082,"Switch, Recessed Contact, 1/4",EACH,47.0,31.92,,,,,,31.92475
9-73-0087,"Switch, Press Wall, 4-1/2"" X 4-1/2"", HC Logo",EACH,143.0,97.13,,,,,,97.13275
9-73-0088,"Push Plate, Simpleswing BEA 10PBS45-690",EACH,182.0,123.62,,,,,,123.62349999999999
9-73-0092,"Receiver, Remote Activation",EACH,263.0,178.64,,,,,,178.64275
9-73-0104,"Kit, PWS/Transmitter/Receiver (MS Sedco)*DROP SHIP ITEM",EACH,1172.0,796.08,,,,,,796.081
9-79-0008,"Filter, Powerline, 120/250VAC, 3A 70185912",EACH,253.0,171.85,,,,,,171.85025000000002
9-80-0006,"Adaptor, Drive Arm, 20mm, CL (S8100/S6100 Operator)",EACH,175.0,118.87,,,,99.45,,99.45
9-80-0007,"Adaptor, Drive Arm, 50mm, CL (S8100/S6100 Operator)",EACH,175.0,118.87,,,,96.9,,96.9
9-80-0008,"Adaptor, Drive Arm, 35mm, CL (S8100/S6100 Operator)",EACH,175.0,118.87,,,,101.15,161.0,101.15
9-80-0009,"Harness, Power Supply (Series 8000 Operator)",EACH,52.0,35.32,,,,,,35.321000000000005
9-80-0011,"Adaptor, Drive Arm, 80mm, CL (S8100/S6100 Operator)",EACH,175.0,118.87,,,,,,118.86874999999999
9-80-0017,Door Position Switch,EACH,160.0,108.68,,,,,147.2,108.67999999999999
9-80-0018,"Disk, Encoder (Metal)",EACH,128.0,86.94,,,,,,86.944
9-80-0019,"Disk, Encoder",EACH,65.0,44.15,,,,,,44.15125
9-80-0020,"Harness, Encoder (RJ-11 Conn.)",EACH,52.0,35.32,,,,41.65,47.84,35.321000000000005
9-80-0022,"Enclosure, Encoder (RJ-11 Encoder Connector)",EACH,12.0,8.15,,,,,,8.151
9-80-0023,"Cover, Encoder - Snap-on (RJ-11 Encoder Connector)",EACH,13.0,8.83,,,,,,8.830250000000001
9-80-0101,Drive Module w/ Control S8000 (SN),EACH,4212.0,2861.0,,,,584.8,,584.8
9-80-0102,Power Supply (DFA),EACH,923.0,626.95,,,,238.85,849.16,238.85
9-80-0103,"Kit, Hard Stop",EACH,270.0,183.4,,,,199.75,248.4,183.39749999999998
9-80-0106,"Kit, Rocker Switch Ass'y. w/Cable",EACH,257.0,174.57,,,,,,174.56725
9-80-0107,"Adaptor, Offset Slide Arm, CL",EACH,321.0,218.04,,,,,541.42,218.03924999999998
9-80-0109,"PCB Assembly, Encoder (Blue Connector)",EACH,450.0,305.66,,,,,,305.66249999999997
9-80-0113,"Motor PCB, with Breakout",EACH,272.0,184.76,,,,,,184.756
9-80-0115,"PCB Ass'y., Encoder (RJ-11 Encoder Connector)",EACH,450.0,305.66,,,,,,305.66249999999997
9-80-0201,Drive Module w/Control S8000 w/Brake (SN),EACH,5495.0,3732.48,,,,,,3732.4787499999998
9-81-3000-36,"Stainless Cover, 8100, sloped 36"" DOW ***DNU***",EACH,1910.0,1297.37,,,,,,1297.3674999999998
9-81-3000-60,"Stainless Cover, 8100, Sloped 60"" DOW ***DNU**",EACH,2705.0,1837.37,,,,,,1837.37125
9-81-3000-72,"Stainless Cover. 8100, Sloped 72"" DOW **DROPSHIP ITEM**",EACH,2705.0,1837.37,,,,,,1837.37125
9-81-3000-CS,"SS Sloped Cover, 8100, Custom Size **DNU",EACH,2705.0,1837.37,,,,,,1837.37125
9-81-3001-36,"Stainless Cover,8100,Flush 36"" ***DROPSHIP ONLY*** NO CUTOUT",EACH,1910.0,1297.37,,,,,,1297.3674999999998
9-81-3001-42,"Stainless Cover, 81, Flush 42"" ***DROPSHIP ONLY*** NO CUTOUT",EACH,1910.0,1297.37,,,,,,1297.3674999999998
9-81-3001-48,"Stainless Cover,81, Flush 48"" ***DROPSHIP ONLY*** NO CUTOUT",EACH,1910.0,1297.37,,,,,,1297.3674999999998
9-81-3001-54,"Stainless Cover, 81, Flush 54"" ***DROPSHIP ONLY*** NO CUTOUT",EACH,2705.0,1837.37,,,,,,1837.37125
9-81-3001-60,"Stainless Cover, 81, Flush 60"" ***DROPSHIP ONLY*** NO CUTOUT",EACH,2705.0,1837.37,,,,,,1837.37125
9-81-3001-72,"Stainless Cover, 81, Flush 72"" ***DROPSHIP ONLY*** NO CUTOUT",EACH,2750.0,1867.94,,,,,,1867.9374999999998
9-81-3001-96,"Stainless Cover, 81, Flush 96"" ***DROPSHIP ONLY*** NO CUTOUT",EACH,2705.0,1837.37,,,,,,1837.37125
9-81-3001-CS,"SS Sloped Cover, 8100, Custom Size - No Cutout *DROP SHIP*",EACH,2705.0,1837.37,,,,,,1837.37125
9-81-3002-36,"SS Cover,8100, Flush W/notch **DROPSHIP ONLY** Rev C",EACH,1910.0,1297.37,,,,,,1297.3674999999998
9-81-3002-42,"SS Cover,8100, Flush W/notch **DROPSHIP ONLY** Rev C",EACH,1910.0,1297.37,,,,,,1297.3674999999998
9-81-3002-48,"SS Cover,8100,Flush W/notch **DROPSHIP ONLY** Rev C",EACH,1910.0,1297.37,,,,,,1297.3674999999998
9-81-3002-54,"SS Cover,8100,Flush W/Notch **DROPSHIP ONLY** Rev C",EACH,2705.0,1837.37,,,,,,1837.37125
9-81-3002-60,"SS Cover,8100, Flush w/notch *DROPSHIP ONLY* Rev C",EACH,2705.0,1837.37,,,,,,1837.37125
9-81-3002-72,"SS Cover,8100, Flush w/notch **DROPSHIP ONLY** Rev C",EACH,2705.0,1837.37,,,,,,1837.37125
9-81-3002-96,"SS Cover,8100, Flush w/notch **DROPSHIP ONLY** Rev C",EACH,2705.0,1837.37,,,,,,1837.37125
9-81-3002-CS,"SS Sloped Cover, 8100 w/ Notch Custom Size *DROP SHIP*",EACH,2705.0,1837.37,,,,,,1837.37125
9-81-4120,"Clean Switch, Optex, Black",EACH,750.0,509.44,,,,,,509.43749999999994
9-87-0112,"Cable, 8 Conductor 20 AWG Harness Lock 4500",ROLL,1262.0,857.21,,,,,1161.04,857.2135000000001
9-87-0115,"Cable, 22 AWG, 2 Pair Twisted (Black-Red, White-Green)",FT,2.0,1.36,,,,,,1.3585
9-90-0000,"Pivot, Bottom Center, OHC",EACH,257.0,174.57,,,,,,174.56725
9-90-0002-CL,"Guide Rail, 36"" H X 36"" L (W/Single Bar)",PAIR,1411.0,958.42,,,,,,958.4217499999999
9-90-0002-DB,"Guide Rail, 36"" H x 36"" L (w/ single bar)",EACH,1477.0,1003.25,,,,,,1003.25225
9-99-0042,"Key, Operating (for Schlage I/C Core w/Green Face)",EACH,15.0,10.19,,,,,,10.188749999999999
9-99-0051-CL,"Faceplate, Blank (Keyed F/B)",EACH,11.0,7.47,,,,,10.12,7.47175
9-99-0053,"Guide, Manual Flushbolt",EACH,13.0,8.83,,,,10.2,13.74,8.830250000000001
9-99-0064-CL,"Cylinder, Keyed (KA-50) Clear Anodized",PAIR,77.0,52.3,,,,,,52.30225
9-99-0064-DB,"Cylinder, Keyed (KA-50) Dark Bronze Anodized",PAIR,79.0,53.66,,,,,,53.66075
9-99-0067,"Flushbolt, Cylinder Operated (31/32"" Backset)",EACH,232.0,157.59,,,,,213.44,157.586
9-99-0069-CL,"Thumbturn, Clear Anodized",EACH,37.0,25.13,,,,,,25.13225
9-99-0069-DB,"Thumbturn, Dark Bronze Anodize",EACH,39.0,26.49,,,,,,26.49075
9-99-0071-CL,"Deadlock, Hookbolt (1-1/8"" Backset), Clear Anodized",EACH,95.0,64.53,,,,57.8,,57.8
9-99-0071-DB,"Deadlock, Hookbolt (1-1/8"" Backset), Dark Bronze Anodized",EACH,97.0,65.89,,,,,,65.88725
9-99-0072-CL,"Cylinder, Dummy",EACH,24.0,16.3,,,,,,16.302
9-99-0072-DB,"Cylinder, Dummy",EACH,26.0,17.66,,,,,,17.660500000000003
9-99-0073-CL,"Flushbolt, Manual, Clear Anodized",EACH,50.0,33.96,,,,,,33.9625
9-99-0073-DB,"Flushbolt, Manual, Dark Bronze Anodized",EACH,54.0,36.68,,,,,,36.6795
9-99-0074,"Bolt, Threshold",EACH,82.0,55.7,,,,,75.44,55.6985
9-99-0076,"Header Bolt Set (31/32"" B/Set)",EACH,152.0,103.25,,,,,139.84,103.246
9-99-0083,"Fastener, Dual Lock Reclosable (Velcro-Type)",FT,55.0,37.36,,,,,,37.35875
9-99-0087-BL,"Exit Device, F86 Recess Mount",EACH,1315.0,893.21,,,,,,893.2137499999999
9-99-0088-BL,"Push Bar, F86 Exit Device 5' Stock Length",EACH,1316.0,893.89,,,,,,893.8929999999999
9-99-0094-BL,"Exit Device, G86 C.V.R.",EACH,1107.0,751.93,,,,,,751.92975
9-99-0097,"Lock, Bottom Rail (All Glass)",EACH,316.0,214.64,,,,,290.72,214.643
9-99-0113,"Plunger, Spring Loaded Device",EACH,45.0,30.57,,,,,41.4,30.566249999999997
9-99-0150,"Bearing, Spherical",EACH,320.0,217.36,,,,,,217.35999999999999
9-99-0232,"Bearing, Flanged (Oilite)",EACH,11.0,7.47,,,,,10.12,7.47175
9-99-0233,"Bearing, Flanged (Oilite)",EACH,42.0,28.53,,,,,,28.528499999999998
9-99-0238,"Bearing, Oilite",EACH,5.0,3.4,,,,,,3.3962499999999998
9-99-0351,"Clip, Sidelite Stop",EACH,8.0,5.43,,,,,,5.434
9-99-0462,"Clip, Cord",EACH,4.0,2.72,,,,,,2.717
9-99-0783,Shorting Bridge - 5mm Terminal Blocks,EACH,3.0,2.04,,,,,,2.03775
9-99-0784,"Shorting Block - 0.1"" C/L Posts",EACH,3.0,2.04,,,,,,2.03775
9-99-1321,Control Panel - Display no cable no plug,EACH,748.0,508.08,,,,,688.16,508.07899999999995
9-99-1325,Control Ass'y - System 20 Check for Proper SOFTWARE ****,EACH,2870.0,1949.45,,,,,,1949.4474999999998
9-99-1326,"Module, ZLP-ELS Safety Beam PCB-System 20",EACH,459.0,311.78,,,,338.3,422.28,311.77575
9-99-1823,"Screw, M8-1.25 x 16, Hex, CS, Zinc, Class 8.8",EACH,4.0,2.72,,,,,,2.717
9-99-1824,"Screw, 5/16-18 x 20, Hex, CS, Zinc, Class 8.8",EACH,4.0,2.72,,,,,,2.717
9-99-1902,Fuse Holder,EACH,30.0,20.38,,,,,27.6,20.377499999999998
9-99-1939,"Fuse, 2A 250VAC Slow Blow",EACH,7.0,4.75,,,,,,4.75475
9-99-1940,"Fuse, 2.5A 250VAC Slow Blow",EACH,5.0,3.4,,,,,,3.3962499999999998
9-99-2593,"Rubber Strip, 1/8""x1/2"" Self-; adhesive backing",FT,2.0,1.36,,,,,,1.3585
9-99-2801-CL,"Hinge, Geared Continuous - 83"" 1/8"" Swing Side Reveal",EACH,725.0,492.46,,,,,,492.45624999999995
9-99-2801-DB,"Hinge, Geared Continuous - 83"" 1/8"" Swing Side Reveal",EACH,749.0,508.76,,,,,,508.75825
9-99-2802-CL,"Hinge, Geared Continuous - 95"" 1/8"" Swing Side Reveal",EACH,914.0,620.83,,,,,,620.8344999999999
9-99-2802-DB,"Hinge, Geared Continuous - 95"" 1/8"" Swing Side Reveal",EACH,957.0,650.04,,,,,,650.0422500000001
9-99-2809-CL,Door Pulls (Back/Back),EACH,1630.0,1107.18,,,,,,1107.1775
9-99-2809-DB,Door Pulls (Back/Back),EACH,1665.0,1130.95,,,,,,1130.9512499999998
9-99-2813-CL,Door Pull,EACH,379.0,257.44,,,,,,257.43575
9-99-2813-DB,Door Pull,EACH,416.0,282.57,,,,,,282.56800000000004
9-99-2826-BL,"Door Pull, Offset (Back/Back) Stocked & Purchased as a Pair",PAIR,416.0,282.57,,,,,,282.56800000000004
9-99-2827-CL,"Door Pull, Offset",EACH,460.0,312.45,,,,,,312.455
9-99-2827-DB,"Door Pull, Offset",EACH,660.0,448.3,,,,,,448.30499999999995
9-99-2828-BL,"Door Closer, Manual (Surface Applied)",EACH,593.0,402.8,,,,,,402.79524999999995
9-99-2828-CL,"Door Closer, Manual (Surface Applied)",EACH,593.0,402.8,,,,,,402.79524999999995
9-99-2829,"Door Closer, Manual, OHC",EACH,883.0,599.78,,,,,,599.77775
9-99-2832,Threshold & Bottom Pivot (Heavy Duty Recessed in Floor),EACH,482.0,327.4,,,,,443.44,327.3985
9-99-2834,"Door Closer, Concealed-In-Door",EACH,398.0,270.34,,,,362.0,,270.3415
9-99-2836,"Door Pull, Recessed (Metal) 1 part = 2 pieces + 2 screws",EACH,165.0,112.08,,,,,151.8,112.07624999999999
9-99-3036,"Key, BDE-A Switch",EACH,65.0,44.15,,,,,71.66,44.15125
9-99-3202,"Hex End Key, T-Handle, 5/32""",EACH,28.0,19.02,,,,,,19.019
9-99-3459,"NUT, HEX, 10-32, STEEL, ZINC Box of 200",BOX,77.0,52.3,,,,,,52.30225
9-99-3507,"Nut,Square,1/4-20,Steel,Zinc Box of 100",EACH,1.0,0.68,,,,,,0.67925
9-99-3901,"Pin, Slotted Spring (3/16"" x 2 1/2"" Long, 18-8 SS)",EACH,7.0,4.75,,,,,6.44,4.75475
9-99-3980,"Plug, Hole (Locking) Plastic, Black, 1/2""Dia.",EACH,1.0,0.68,,,,,,0.67925
9-99-4622,"Ring, Retaining",EACH,3.0,2.04,,,,,,2.03775
9-99-4625,"Ring, Retaining Torque Bar Assy'",EACH,2.0,1.36,,,,,,1.3585
9-99-4628,"Ring, Push-On Self-Locking",EACH,2.0,1.36,,,,,,1.3585
9-99-5690,"Spring, Compression (ICU Positive Latch)",EACH,17.0,11.55,,,,,,11.54725
9-99-6151,"Rod, Threaded, 1/4-20",FT,8.0,5.43,,,,,,5.434
9-99-6194,"Stud, PEM, 10-32 x 7/16"", Steel, Zinc Box of 50",BOX,59.0,40.08,,,,,,40.07575
9-99-6510,"Terminal Strip, Insulated, 12 Conductor",EACH,35.0,23.77,,,,,,23.77375
9-99-6597,"Terminal Block, Plug-In, 4 Conductor, Labeled 25-28",EACH,27.0,18.34,,,,,,18.33975
9-99-6598,"Terminal Block, Plug-In, 6 Conductor, Labeled 13-19",EACH,31.0,21.06,,,,,,21.05675
9-99-6600,"Terminal Block, Plug-In, 12 Conductor, Labeled 1-12",EACH,55.0,37.36,,,,,,37.35875
9-99-6601,"Terminal Block, Plug-In, 7 Conductor, Labeled 1-7",EACH,30.0,20.38,,,,,,20.377499999999998
9-99-6602,"Terminal Block, Plug-In, 6 Conductor, Labled 8-13",EACH,27.0,18.34,,,,,,18.33975
9-99-6603,"Terminal Block, Plug-In, 2 Conductor, Labeled 14-15",EACH,27.0,18.34,,,,,,18.33975
9-99-6604,"Terminal Block, Plug-In, 3 Conductor, Labeled 16-18",EACH,27.0,18.34,,,,,,18.33975
9-99-6605,"Terminal Block, Plug-In, 6 Conductor, Labeled 19-24",EACH,27.0,18.34,,,,,,18.33975
9-99-6606,"Terminal Block, Plug-In, 4 Conductor, Labeled 25-28",EACH,27.0,18.34,,,,,,18.33975
9-99-7170,"Washer, Flat, 5/16"" Plastic (Clear Polycarbonate)",EACH,7.0,4.75,,,,,,4.75475
9-99-7235,"Washer, Lock, 5/16 Split Box of 200",BOX,77.0,52.3,,,,,44.28,44.28
9-99-7249,"Washer, Lock, #10 Medium Box of 200",BOX,77.0,52.3,,,,,,52.30225
9-99-7316,"Weather Pile, 0.270""W X 0.450""H, Black",FT,2.0,1.36,,,,0.81,1.83,0.81
9-99-7318-DB,"Weather Pile, Door Catch 29015545BKGP",FT,3.0,2.04,,,,,,2.03775
9-99-7323,"Washer, Spring",EACH,7.0,4.75,,,,,29.86,4.75475
9-99-7347-BL,"Holder, Door Sweep Strip (Straight)96""",EACH,110.0,74.72,,,,,,74.7175
9-99-7348-BL,"Holder, Door Sweep Strip (Angled)96""",EACH,110.0,74.72,,,,,,74.7175
9-99-7349,"Weather Pile, Leading Edge (All Glass Doors) - 96"" PC",PIECE,420.0,285.28,,,,,386.4,285.28499999999997
9-99-7358,"Brush, Door Sweep Strip (Short)96""",EACH,45.0,30.57,,,,,,30.566249999999997
9-99-7360,Weather Pile (Fin Seal)-Tall,FT,231.0,156.91,,,,,,156.90675
9-99-7362,"Brush, Air/Smoke Barrier 96""",EACH,251.0,170.49,,,,,,170.49175
9-99-7363,Weather Pile (Fin Seal)-Short W31455NK000B,ROLL,231.0,156.91,,,,,0.92,0.92
9-99-7365,"Brush, Door Sweep Strip (Long),8ft",EACH,65.0,44.15,,,,,,44.15125
9-99-7370,Weather Pile (Fin Seal) - Extra Tall,FT,731.0,496.53,,,,,,496.53175
P-10TD900HH1,BEA 900 Mhz Hand Held Fob (one button),EACH,166.0,112.76,,,,,,112.7555
PK-0001,"Pack, Anchor & Screw, Slide (universal)",EACH,44.0,29.89,,,,,,29.887
REPL-45-PANEL,"Replacement Panel, 4500 Series",EACH,2173.0,1476.01,,,,,,1476.01025
REPL-49-PANEL,"Replacement Panel, 4900 Series",EACH,2173.0,1476.01,,,,,,1476.01025
REPL-51-PANEL,"Replacement Panel, 5100 Series",EACH,2173.0,1476.01,,,,,,1476.01025
REPL-52-PANEL,"Replacement Panel, 5200 Series",EACH,2173.0,1476.01,,,,,,1476.01025
REPL-59-PANEL,"Replacement Panel, 5900 Series",EACH,2173.0,1476.01,,,,,,1476.01025
REPL-86-PANEL,"Replacement Panel, 8600 Series",EACH,2173.0,1476.01,,,,,,1476.01025
REPL-87-PANEL,"Replacement Panel, 8700 Series",EACH,2173.0,1476.01,,,,,,1476.01025
RFB-4-51-0144,RFB Motordrive/Plate Ass'y. Sys20Refurb Check availabilty,EACH,2063.2,1401.43,,,,,,1401.4285999999997
RFB-9-61-0101,RFB Drive Module w/Cntrl 6100 Refurbished Check avaialabilty,EACH,2475.8,1681.69,,,,,,1681.6871500000002
RFB-9-80-0101,RFB Drive Module w/Cntrl 8000 Refurbished Check availability,EACH,1231.0,836.16,,,,,,836.1567499999999
RFB-9-99-1325,RFB Control Assy Sys 20 Refurbished Check availability,EACH,702.0,476.83,,,,,,476.83349999999996
