Part Number,Description,UOM,List Price,Net Price,Category,Manufacturer Part,Notes,A&M Part #
C00389.0002,MOHAIR W/S INTRLK W/ADHESIVE AMESBURY P/N 4601554BKWP,LF,3.3,2.31,,,,
C00389.0004,"MOHAIR W/S INTRLK VERT .620"" 270X620 M WHITE 62027045WHGP",LF,0.8,0.56,,,,
C00389.0005,"MOHAIR W/S INTERLOCK WITH VERTICAL FABRIC FIN 3/4""",LF,3.3,2.31,,,,
C00389.0007,"MOHAIR W/S INTRLK VERT .620"" 270X620 GRAY 62027045GYGP FLATBACK",LF,1.1,0.77,,,,
C00389.01FL,INTERLOCK MOHAIR WITH FINSEAL AMESBURY P/N 45027045BKG2 (.450 H X .,LF,4.8,3.36,,,,
C00390.0000,ALUM THRESHOLD; 1/2 X 7 - MILL 220 IN,LF,34.9,24.43,,,,
C00390.000B,ALUM THRESHOLD;1/2 X 7 IN - DARK BRONZE 220 IN,,42.8,29.96,,,,
C00391.0001,CAP NYLON TRACK SELF-MOUNTING,,22.3,15.61,,,,
C00392.000A,ALUM ADPT C358 - CLEAR 288 IN,,17.5,12.25,,,,
C00392.000B,ALUM ADPT C358 - DARK BRONZE 288 IN,,25.4,17.78,,,,
C00393.001A,ALUM INTERLOCK MAT - CLEAR 144 IN,,7.9,5.53,,,,
C00393.001B,ALUM INTERLOCK MAT BRONZE-144 IN,,6.3,4.41,,,,
C00396.000A,ALUM TUBE 4 X 4X 1/8 - CLEAR 288 IN,,63.6,44.52,,,,
C00396.000B,ALUM TUBE 4X4X1/8 DARK BRONZE 288 IN,,69.9,48.93,,,,
C00397.0000,VINYL ADPT C389-1,,3.9,2.73,,,,
C00398.0000,ALUM ADPT INTERLOCK MOHAIR MILL 288 IN,,1.7,1.19,,,,
C00398.000A,ALUM ADPT INTERLOCK MOHAIR - CLEAR 288 IN,,4.8,3.36,,,,
C00398.000B,ALUM ADPT INTERLOCK MOHAIR DARK BRONZE 288 IN,,12.8,8.96,,,,
C00401.0000,BOLT 1/4-20X1-1/4RH PS,,1.7,1.19,,,,
C00402.0000,BOLT 1/4-20X1 RH PS PL,,1.7,1.19,,,,
C00404.0000,NUT 1/4-20 KEPS PL,,1.7,1.19,,,,
C00405.0000,BOLT 1/4-20X5/8 SCS PL,,4.8,3.36,,,,
C00405.0002,BOLT 1/4X20X1/2 SCS PL LOW PROFILE,,4.8,3.36,,,,
C00406.0000,ROLLER WHL CARG 2000/2000B OP IAW DWG C00406.0000,,46.4,32.48,,,,
C00407.0000,ASSY WHEEL CARRIAGE-010L X-O,,183.0,128.1,,,,
C00408.0000,ASSY WHEEL CARRIAGE-010L O-X,,167.0,116.9,,,,
C00409.0000,"ASSY WHEEL CARRIAGE-010L ""X""",,167.0,116.9,,,,
C00410.0000,BOLT 8-32X1/2 CS PL,,1.7,1.19,,,,
C00411.0000,BKT HANGER SIDE MT,,79.1,55.37,,,,
C00411.0001,BKT HANGER S210 SLOW DOOR,,63.6,44.52,,,,
C00412.0000,BKT HANGER SIDE MT,,76.1,53.27,,,,
C00413.000A,BOLT 6X3/8 FHP SS CLR,,1.7,1.19,,,,
C00417.0000,BOLT 14 X 1 1/2 HWHSMS PL,,1.7,1.19,,,,
C00418.0000,BOLT 14X3 FH PS PL,,7.9,5.53,,,,
C00425.0001,ACCES PKG MAN X WHEEL ASSY,,333.0,233.1,,,,
C00437.000A,BOLT 10-24X1/2 FH 82 UC PHIL TYPE 23 THREAD CUTTING ZINC PT,,1.7,1.19,,,,
C00437.000B,BOLT 10-24X1/2 FH 82 UC PHIL TYPE 23 THREAD CUTTING STAT BZ,,1.7,1.19,,,,
C00437.000C,BOLT 10-24X1/2 FH 82 UC PHIL TYPE 23 THREAD CUTTING BLK OX SS,,2.2,1.54,,,,
C00443.0001,BKT HEADER TO JAMBBOTTOM (STL SHEET-0.141),,36.0,25.2,,,,
C00444.0001,MAGNET SO-GRI #PS-M15-B OR SENTROL P/N 113-Z-HORTON,,55.0,38.5,,,,
C00445.001C,FLUSH PULL AR 41950002119,,95.2,66.64,,,,
C00449.000A,BOLT 10-24X3/4 FH T23 CLR,,1.7,1.19,,,,
C00449.000B,BOLT 10-24X3/4 FH T23BZ,,1.7,1.19,,,,
C00449.001A,"#10-24X1 1/4"" FHMS SELFTAP CLR",,4.5,3.15,,,,
C00450.000A,BOLT 10X1-1/2 FHMS PH 410 SS,,1.7,1.19,,,,
C00453.000A,BOLT 10X5/8 PHSMS PHILLUPS PL CLR,,1.7,1.19,,,,
C00453.000B,BOLT 10X5/8 PHSMS PHILPLT,,1.7,1.19,,,,
C00454.0000,"LOCKHOOK IDC# DH-1820-H-31/32""",,117.0,81.9,,,,
C00455.000A,CYL KEY CLR KEYED ALIKE IDC# CZ-1001-SC-1195-KA2-AL,,77.9,54.53,,,,
C00455.000B,CYL KEY BZ-KEYED ALIKE IDC# CZ-1001-SC-1195-KA2-DU,,76.1,53.27,,,,
C00455.000C,CYL KEY BLK,,30.2,21.14,,,,
C00458.000A,BOLT 8-32X7/16 FH PH CLR,,1.7,1.19,,,,
C00458.000B,BOLT 8-32X7/16 FH PH BZ,,1.7,1.19,,,,
C00459.001C,OXXO KEEPER FOR C365 VR,,37.9,26.53,,,,
C00459.002C,KEEPER LOCK.BIPART.BR UNIT.ALUMINUM.BLACK POWDER COAT,,17.4,12.18,,,,
C00459.00RC,STRIKE KEEPER FOR C365 VERTICAL RAIL-NO HARDWARE-BLK,,26.0,18.2,,,,
C00461.000A,FACEPLATE LOCK,,22.3,15.61,,,,
C00461.000B,FACEPLATE LOCK BZ,,27.0,18.9,,,,
C00461.001A,ASSEMBLYFACEPLATE LOCK,,25.4,17.78,,,,
C00461.001B,ASSEMBLYFACEPLATE LOCK BRZ,EA,25.4,17.78,,,,
C00462.0002,FLSHBLTAUTO IVES FB51T US32D WITH STRIKE PLATE - WORK ORDERLESS RET,EA,415.0,290.5,,,,
C00462.0003,PLATESTRIKE TOP FOR IVES - WORK ORDERLESS RETURN C462.2,EA,303.0,212.1,,,,
C00462.0005,ASSYFB CONSTANT LATCH W/LEVER - WORK ORDERLESS RETURN C462.2,EA,311.0,217.7,,,,
C00462.0006,FB CONSTANT LATCH W/O LEVER,EA,210.0,147.0,,,,
C00462.0007,STRIKE PLATE; ICU DEAD LATCH (SS. SHEET .050),EA,10.6,7.42,,,,
C00462.000A,FLUSH BOLTW/METAL PIN CLR INTL DR CLSR FB-1202-M-1200-AL,EA,73.6,51.52,,,,
C00462.000B,FLUSH BOLTW/METAL PIN-BRZ CRL#DL2210DU18,EA,68.0,47.6,,,,
C00463.000A,THUMBTURN CLR 4145-28 IDC # TZ-3001-1195-AL,EA,57.2,40.04,,,,
C00463.000B,THUMBTURN BZ 4145-28 IDC# TZ-3001-1195-DU,EA,57.2,40.04,,,,
C00463.001A,THUMBTURN CLR 4145-28SP GMS PART# HOR-M156TL26DAR,EA,71.1,49.77,,,,
C00463.001B,THUMBTURN GMS#HOR-M156TL10BAR,EA,71.1,49.77,,,,
C00464.0001,CABLE CLAMP ASSY (SLAVE SIDE S1000),EA,82.2,57.54,,,,
C00465.0001,BKT COACT SLAVE,EA,39.7,27.79,,,,
C00466.0001,CLAMP CABLE,EA,60.2,42.14,,,,
C00467.0002,ASSYCABLE-COACT 140.5 HDR2000,EA,189.0,132.3,,,,
C00467.0003,ASSYCABLE-COACT 164.5 HDR2000,EA,164.0,114.8,,,,
C00467.000A,"ASSY CABLE COACT(INCLUDES C526,C526,528 & C653 CABLE)",EA,660.0,462.0,,,,
C00468.0000,PULLEY CO-ACT ONLY,EA,28.5,19.95,,,,
C00470.0000,BOLT 1/4-20X1 1/4 HEX CS L8,EA,3.3,2.31,,,,
C00474.0001,PULLEY ASSY,EA,67.6,47.32,,,,
C00482.0000,LOCKWASHER 1/4 INT,EA,1.7,1.19,,,,
C00483.0000,LOCKWASHER 1/4 SPLIT,EA,1.7,1.19,,,,
C00483.000P,LOCKWASHER 1/4 SPLIT SS,EA,1.7,1.19,,,,
C00487.000A,LOCK INDICATOR CRL P/N DL2177A ADAMS RITE 4089-00 RC130,EA,105.0,73.5,,,,
C00487.000B,SO LOCK 4089-00 RC121 CRL#DL2177DU,EA,104.0,72.8,,,,
C00487.001A,SO LOCK 4089-01 RC130 CRL PART# DL2187A,EA,101.0,70.7,,,,
C00487.001B,LOCK INDICATOR DL2187DU- BRNZ LOCK ADAMS RITE 4089-01 RC121,EA,45.1,31.57,,,,
C00490.0000,"SCREW#8-32X3/8"" FHMS SS",EA,1.7,1.19,,,,
C00491.0000,BOLT 10-24X3/4 FH ALEN,EA,0.6,0.42,,,,
C00491.0001,CAPNYLON TRACK S810,LF,14.2,9.94,,,,
C00492.0001,"BOLT, 1/4-20 X 1 FHMS UC ZINC PLATE",EA,3.3,2.31,,,,
C00500.0001,BOLT 10-24X1/2 RH PSPL,EA,1.7,1.19,,,,
C00504.0001,PLATE HANDICAP SWITCH,EA,47.6,33.32,,,,
C00512.0002,"PINGUIDE 1""BOTTOM PIVOT PLATE TRACKLESS ICU 310",EA,60.2,42.14,,,,
C00513.0001,BOLT 4-40X1 BHMS SLOTTED,EA,1.7,1.19,,,,
C00515.0001,PIN GUIDE FOR C-524-1,EA,19.1,13.37,,,,
C00517.0000,MICROSWITCH PUSH BUTTON #ASKHC2BB4AC,EA,62.6,43.82,,,,
C00519.0000,SWITCH MOUNTING PLATE ASSY,EA,48.6,34.02,,,,
C00520.0000,PUSH BUTTON SW11 ASSY,EA,155.0,108.5,,,,
C00521.0000,"ASSYPUSH BTTN ""PRESS TO OPEN""",EA,137.0,95.9,,,,
C00521.0001,ASSY ALARM/HELP PB,EA,116.0,81.2,,,,
C00521.0002,HANDICAP PRESS TO OPEN P.B.,EA,401.0,280.7,,,,
C00521.0003,ASSY3 PUSH BUTTON SWITCH SECURITY WINDOWS SERV PART,EA,180.0,126.0,,,,
C00523.0000,KEYSWITCH ON-OFF ASSY,EA,152.0,106.4,,,,
C00525.0000,SCREW6-32X1/4 FHMS PHIL,EA,0.3,0.21,,,,
C00525.000B,SCREW 6-32X1/4 FHMS BRZ,EA,0.4,0.28,,,,
C00525.000C,6-32X1/4 FHMS PHIL BLK,EA,3.3,2.31,,,,
C00526.0000,FIT CABLE AN669-S3RH,EA,94.9,66.43,,,,
C00527.0000,FIT CABLE AN669-S3LH,EA,41.1,28.77,,,,
C00528.0000,BARL CABLE AN155-16S,EA,94.9,66.43,,,,
C00529.0000,KEYSWITCH MAINTAIN ASSY,EA,128.0,89.6,,,,C00529
C00529.0001,SWITCH CHI 2274-80-2 MAIN,EA,108.0,75.6,,,,
C00530.0000,KEYSWITCH MOMENTARY ASSY,,148.0,103.6,,,,
C00532.0000,BOT GUIDE OUTSIDE REPLACE,,8.0,5.6,,,,
C00536.0001,BLOCK BOTTOM CORNER,,5.3,3.71,,,,
C00537.000R,BLOCK TOP CORNER,,20.7,14.49,,,,
C00538.000R,PLATE BOTTOM BACKUP,,19.2,13.44,,,,
C00539.000R,PLATE TOP BACKUP FULL (STL PLATE-0.188),,9.6,6.72,,,,
C00541.0000,BOLT 10-24X1/2 INDNTD HHCSPL,,1.7,1.19,,,,
C00542.0000,BUSHING P-50-3,,8.0,5.6,,,,
C00543.0000,WASHER THRUST-#EW101601 REFER TO DWG C00543.0000,,3.3,2.31,,,,
C00545.0001,STOP CENTER 0XX0,,49.3,34.51,,,,
C00546.0000,BOLT 1/4-20X7/8 CAP PL,,3.3,2.31,,,,
C00547.0000,ASSY SELF CLOSING SPRING EXTENDED CABLE,,505.0,353.5,,,,
C00547.0003,HARDWARE.ASSEMBLY.SELF CLOSER SPRING.ICU,,110.0,77.0,,,,
C00552.0003,GLAZING BLOCKSNAP-IN,,1.7,1.19,,,,
C00554.0000,LOCKWASHER 3/8,,1.7,1.19,,,,
C00556.000C,PLATE ON/OFF 1 3/4,,63.6,44.52,,,,
C00557.0000,BOLT 10X2 1/2 PHSMS SS PS,,1.1,0.77,,,,
C00560.0000,ARMTOP-END LOAD TYPE A C.R.LAURENCE # 8010A,,90.3,63.21,,,,
C00563.0000,SHAFT FOR COACT PULLEY,,27.0,18.9,,,,
C00564.0000,WASHER FENDER 1/4 IN,,3.3,2.31,,,,
C00565.0000,BOLT 10X3/8 PHSMS POINTED,,1.7,1.19,,,,
C00565.000C,BOLT 10X3/8 PHSMS POINTED BLACK ZING,,5.2,3.64,,,,
C00576.0000,BOLT 1/4-20X1 1/2HHMSG5PL,,3.3,2.31,,,,
C00576.000P,BOLT 1/4-20 X 1 1/2SSHHMB,,1.7,1.19,,,,
C00578.0000,SCREW ADJ; 1/4-20 UNC-2A X1-1/4 W/Ø.104 HOLE.500 DP DL,,3.3,2.31,,,,
C00582.002A,BOT PIVOT S410 NOTHR ASSY,,92.1,64.47,,,,
C00582.002B,BOT PIVOT S410 NOTHR ASSY,,92.1,64.47,,,,
C00586.00R2,BKT THRESHOLD PIVOT,,41.1,28.77,,,,
C00586.00R3,PLATE-TAPPING-THRESHOLD PIVOT,,48.0,33.6,,,,
C00587.0000,BOLT 1/4-20X1 1/4FH PS,,3.3,2.31,,,,
C00588.00R2,BLOCK PIVOT LOWER SP,,88.2,61.74,,,,
C00589.0000,PIVOT SP LOWER ADJ,,44.6,31.22,,,,
C00590.02LH,ASSY SP PIVOT UPPER LH,,69.4,48.58,,,,
C00590.02RH,ASSY SP PIVOT UPPER RH,,85.9,60.13,,,,
C00591.0001,PIN PIVOT UPPER SP,,49.3,34.51,,,,
C00593.0000,BUSHING FF520-10,,7.7,5.39,,,Also listed at $38.85 (SLIDER HANGER BKT ASSY),
C00596.0003,BRACKET-DOOR HANGER ASSY (STL PLATE-0.25),,23.7,16.59,,,,
C00598.0001,SUPPORT HDR TO NOTCH (STL SHEET-0.078),,3.3,2.31,,,,
C00602.0000,CLAMP CHAIN TELE FAST,,71.1,49.77,,,,
C00604.0001,CLAMP CABLE TELE SLOW,,194.0,135.8,,,,
C00605.0001,CLAMP CABLE TELE SLOW,,194.0,135.8,,,,
C00606.0001,HANGER SIDE MOUNT,,41.1,28.77,,,,
C00607.0001,HANGER FLAT MOUNT,,41.1,28.77,,,,
C00609.0000,ARM DRIVE SLAVE,,49.3,34.51,,,,
C00610.0000,ADAPTER ARM TO OPER,,31.8,22.26,,,,
C00611.0001,BKT SLOW FOR SPROCKET,,19.1,13.37,,,,
C00615.0000,CNTR CABLE TO CHAIN,,141.0,98.7,,,,
C00616.0000,CNTR CABLE TO BARREL,,49.3,34.51,,,,
C00623.0001,CARRIAGE WHEEL SX TOP,,206.0,144.2,,,,
C00624.0000,CHAIN 25 ROLLER,,27.0,18.9,,,,
C00625.000P,BOLT 1/4-20 X 1 1/2 SCSSS,,5.4,3.78,,,,
C00626.0001,LINKS CONN CHAIN #25,,19.1,13.37,,,,
C00628.001A,BOT GUIDE TELE X FAST ASSY,EA,98.3,68.81,,,,
C00628.001B,BOT GUIDE TELE X FAST ASSY,EA,98.3,68.81,,,,
C00629.001A,BOT GUIDE TELE X SLOW ASSY,EA,93.4,65.38,,,,
C00629.001B,BOT GUIDE TELE X SLOW ASSY,EA,92.1,64.47,,,,
C00630.0001,PULL FLUSH - MANUAL WINDOW HB IVES#227B26D,EA,44.4,31.08,,,,
C00631.0000,BKT CORNER 1 3/4X4 TUBE C.R. LAURENCE # BPF4,EA,11.2,7.84,,,,
C00634.000A,GUARD CYL MS4043 CLR,EA,66.8,46.76,,,,
C00634.000B,GUARD CYL MS4043 BZ,EA,61.8,43.26,,,,
C00636.0001,PULLEY MODIFIED C474-1,EA,119.0,83.3,,,,
C00637.0001,BKT JAMB (STL SHEET-0.078),EA,17.5,12.25,,,,
C00643.0000,BOLT 1/4-20X5/8 HHC GR8PL,EA,3.3,2.31,,,,
C00645.001A,TELSCOP BOTTOM GUIDE ASSY,EA,194.0,135.8,,,,
C00645.001B,TELSCOP BOTTOM GUIDE ASSY,EA,194.0,135.8,,,,
C00646.001A,TELSCOP BOTTOM GUIDE ASSY,EA,194.0,135.8,,,,
C00646.001B,TELSCOP BOTTOM GUIDE ASSY,EA,180.0,126.0,,,,
C00649.0000,BOLT 10X1 1/4 FHSMS SS,EA,1.7,1.19,,,,
C00653.0000,CABLE 3/32 - 7 X19 - GALVANIZED STEEL,LF,17.5,12.25,,,,
C00659.0000,41-0444-02 LOCK ONLY,EA,159.0,111.3,,,,
C00664.000A,BOLT #8X1 FH PL PS CLR,EA,1.7,1.19,,,,
C00664.000B,BOLT #8X1 FH PL PS BZ,EA,1.7,1.19,,,,
C00664.001A,BOLT #8X3/4 FH PL PS CLR,EA,1.7,1.19,,,,
C00664.001B,BOLT #8X3/4 FH PL PS BZ,EA,1.7,1.19,,,,
C00666.0001,BKT HEADER TO JAMBTOP (STL SHEET-0.141),EA,15.8,11.06,,,,
C00672.0000,CLIP FOR ADJ ASTRAGLE,EA,7.7,5.39,,,,
C00682.0000,SPRING SILVER SX CLOSER O-SX OR SO-SX,EA,82.2,57.54,,,,
C00683.0000,SPRING GOLD SX CLOSER SX-O OR SX-SO,EA,92.1,64.47,,,,
C00684.0000,NUT 1/2-13 HEX PL,EA,1.7,1.19,,,,
C00690.0000,BOLT 1/4-20X1 SCS,EA,1.7,1.19,,,,
C00693.0000,BLC D21 BOTTOM CORNER,EA,12.8,8.96,,,,
C00695.0001,RAMP;ICU 310T MAX OPENING,EA,68.0,47.6,,,,
C00695.0002,"HARDWARE.RAMP.ICU 310 T.MAX OPENING.2.75"" X 2.54"".DELRIN.MACHINE",EA,46.0,32.2,,,,
C00695.0004,RAMP.SEPARATOR.TELE MAX SX FAST.DELRIN,EA,42.0,29.4,,,,
C00695.0005,RAMP KIT.SX-F.TELE XM,EA,62.5,43.75,,,,
C00696.0000,VIBRATION ISOLATOR,EA,95.1,66.57,,,,
C00697.0000,VIBRATION ISOLATOR RETAINER,EA,11.2,7.84,,,,
C00698.030A,"EXIT DEVICE 30"" CLEAR 8601T30",EA,556.0,389.2,,,,
C00698.030B,"EXIT DEVICE 30"" BZ-AR 8602T30",EA,556.0,389.2,,,,
C00698.036A,"EXIT DEVICE 36"" CLR-AR 8601T36",EA,558.0,390.6,,,,
C00698.036B,"EXIT DEVICE 36"" BZ-AR 8602T36",EA,558.0,390.6,,,,
C00698.048A,"EXIT DEVICE 48"" CLR-AR 8601T48",EA,558.0,390.6,,,,
C00698.048B,"EXIT DEVICE 48"" BZ-AR 8602T48",EA,558.0,390.6,,,,
C00699.000A,ESCT 8650-628 CLR ADAMS R,EA,104.0,72.8,,,,
C00699.000B,ESCT 8650-313 BNZ ADAMS R,EA,93.4,65.38,,,,
C00700.000A,ALUM EXTRU-FACEPLATE 6 IN WALGRNS - CLEAR 288 IN,LF,30.2,21.14,,,,
C00700.000B,ALUM EXTRU-FACEPLATE 6 IN WALGRNS - DARK BRONZE 288 IN,LF,31.8,22.26,,,,
C00701.0001,PLATEADJUST STRIKE-JAMB-SR,EA,55.5,38.85,,,,
C00710.0000,NOSING; SMOKE RATED ICU,LF,25.4,17.78,,,,C0710
C00711.0000,SEAL; FIN SMOKE RATED ICU,LF,7.5,5.25,,,,
C00712.0000,SEAL; BREAKOUT SMOKE RATED ICU,LF,8.4,5.88,,,,
C00715.0000,SEAL; 3 FIN SMOKE RATED ICU,LF,12.8,8.96,,,,
C00719.000C,SEALSTRIP W/ADHSV-SMOKE RATED PEMCO P/N S88BL25,LF,9.6,6.72,,,,
C00720.000A,SEAL; BRKT & BRUSH SMOKE RATED PEMCO P/N 18062CNB48,LF,11.2,7.84,,,,
C00720.001A,SEAL; BRKT & BRUSH SMOKE RATED PEMKO P/N 18041CNB,LF,11.2,7.84,,,,
C00724.0000,SEAL; JAMB SMOKE RATED ICU,,30.2,21.14,,,,
C00729.003C,ALUM EXTRU;ADPTR ICU T C732 HDR BLACK 288 IN,LF,8.0,5.6,,,,
C00730.000A,ALUM EXTRU;FACE PLATE-MAN TEL HDR - CLEAR 288 IN,LF,19.1,13.37,,,,
C00730.000B,ALUM EXTRU;FACE PLATE-MAN TEL HDR BRONZE 288 IN,LF,22.3,15.61,,,,
C00731.000A,ALUM EXTRU;BRKT PRVNTR-MAN TEL HDR - CLEAR 288 IN,LF,11.2,7.84,,,,
C00731.000B,ALUM EXTRU;BRKT PRVNTR-MAN TEL HDR BRONZE 288 IN,LF,6.4,4.48,,,,
C00732.000A,ALUM EXTRU;MAN TEL HDR - CLEAR 288 IN,LF,69.9,48.93,,,,
C00732.000B,ALUM EXTRUMAN TEL HDR BRONZE 288 IN,LF,81.0,56.7,,,,
C00734.000C,SPACER/ EXTRUSION COVER.ADJUSTABLE BREAKOUT.ALUMINUM.BLACK POW,EA,43.6,30.52,,,,
C00735.000R,RECTIFIER BRIDGE PK40 DOM TB104M,EA,36.5,25.55,,,,
C00738.0001,HOLDER 45 DEG. ICU PEMCO # 45137CNB60,LF,17.5,12.25,,,,
C00740.0000,"KIT; HIGH TEMP, FACE PLATE SEAL - S.R. 310T ICU",EA,27.0,18.9,,,,
C00741.0001,BRUSH HOLDER-SMOKE RATED PEMCO # 18137CNB36,LF,52.4,36.68,,,,
C00760.0000,BUSHING 1/4X1/8 BRASS,EA,8.0,5.6,,,,
C00762.0001,COILED SPRINGSELF CLOSING ICU,EA,459.0,321.3,,,,
C00762.0002,GEAR DAMPENERSELF CLOSING ICU NEED TO ADD C03309 LABEL,EA,174.0,121.8,,,,
C00762.0008,GEAR DAMPNER SELF CLOSING ICU USE C00762.0002,EA,260.0,182.0,,,,
C00762.0009,HOLD OPEN WHEEL SELF CLOSING USE C00762.0005,EA,30.2,21.14,,,,
C00762.007L,RETROFIT KIT FOR SELF CLOSING DOORS LEFT HAND,EA,1382.0,967.4,,,,
C00762.007R,RETROFIT KIT FOR SELF CLOSING DOORS RIGHT HAND,EA,1382.0,967.4,,,,
C00765.000A,BUMPER BASEICU 310T TRACKLESS,EA,49.3,34.51,,,,
C00766.000A,SUB ASSY ICU 310T TRACKLESS BUMPER CLEAR,EA,70.5,49.35,,,,
C00766.001A,BUMPER ASSY; 310T TRACKLESS,EA,90.3,63.21,,,,
C00766.001B,BUMPER ASSY; 310T TRACKLESS BRONZE,EA,90.3,63.21,,,,
C00767.000L,ASSY CONTINOUS FORCE SPRING SO-SX SELF CLOSING ICU,EA,606.0,424.2,,,,
C00767.000R,ASSY CONTINOUS FORCE SPRING SX-SO SELF CLOSING ICU,EA,606.0,424.2,,,,
C00767.001L,DOUBLE SELF CLOSER ICU SX-SO,EA,895.0,626.5,,,,
C00767.001R,DOUBLE SELF CLOSER ICU SO-SX,EA,895.0,626.5,,,,
C00769.1AEG,AUTOLOCK CHASIS,EA,77.9,54.53,,,,
C00774.0000,SPRING AUTOLK,EA,30.2,21.14,,,,
C00774.0002,SPRING AUTOLK MODIFIED,EA,49.3,34.51,,,,
C00775.0000,SOLENOID FOR AUTOLK TP12X13-C24D,EA,264.0,184.8,,,,
C00775.0005,SOLENOID FOR AUTOLK LISK GW LISK P/N S-2232-24,EA,625.0,437.5,,,,
C00776.0000,WASHER RETAINER,EA,25.4,17.78,,,,
C00778.0000,BOLT FOR LOCK (TUFRAM) LOCKBOLT 356 ALUM,EA,52.3,36.61,,,,
C00779.0001,AUTOLOCK SPG RET BUSH,EA,4.8,3.36,,,,
C00786.0000,PIN ROLL 1/4X1 3/4,EA,3.3,2.31,,,,
C00788.0000,BOLT 4-40X5/8 FHMS,EA,1.7,1.19,,,,
C00789.0000,KEEPER FOR AUTOLOCK ASSY,EA,137.0,95.9,,,,
C00789.0001,KEEPER AUTOLOCK-2000B,EA,137.0,95.9,,,,
C00792.0000,LINK CONNECTING RC43 LINK CONN. 65 X 1/8,EA,3.7,2.59,,,,
C00795.0005,ICU SWING STOP,EA,27.0,18.9,,,,
C00796.0001,DROP BOLT GUIDE BLOCK-M DADE,EA,191.0,133.7,,,,
C00799.0000,"FHMS#10-32X1 1/4"" PHILIPS PL",EA,1.7,1.19,,,,
C00801.0000,ASSYBALL CATCH-LIGHT DUTY,EA,44.8,31.36,,,,
C00804.0000,BOLT 1/4-20X5/8 RHMS PHIL,EA,1.7,1.19,,,,
C00805.0001,BALL CATCH W/ BKT ASSY,EA,104.0,72.8,,,,
C00809.001A,COVER UPPER BAR BOT,EA,14.3,10.01,,,,
C00812.0008,PLATE; WHEEL CARRIAGE 2000B BI-PART ONLY ISO 3 ATMOSPHERIC,EA,36.7,25.69,,,,
C00812.0009,"PLATE; WHEEL CARRIAGE S2000B SX-O, SO-SX ISO 3 ATMOSPHERIC",EA,36.7,25.69,,,,
C00814.0001,PLATE IDLER WHEEL CARG (STL PLATE-0.25),EA,28.6,20.02,,,,
C00815.0000,ASSY TOP WHEEL OSX,EA,189.0,132.3,,,,
C00815.0RFL,ASSY-ANTI-DERAIL DRV WHEEL SXO,EA,115.0,80.5,,,,
C00816.0000,ASSY TOP WHEEL SXO,,159.0,111.3,,,,
C00817.0000,TOP WHEEL IDLER ASSY,,165.0,115.5,,,,
C00821.0000,ACC PKG-TOP WHEEL IDLER,,240.0,168.0,,,,
C00822.0000,ACC PKG-IDLER BRACKET,,221.0,154.7,,,,
C00823.0000,BOLT 1/2-13X3 CAP L9,,20.7,14.49,,,,
C00824.0000,BOLT- 5/16 - 18 X 1 - 3/4 HHMB GRADE L 8,,1.7,1.19,,,,
C00825.0001,ACC PKG WHEEL MAN SX ASSY,,311.0,217.7,,,,
C00825.0003,WHEEL CARRIAGE KIT.FAST PANEL.TELE XM,,117.0,81.9,,,,
C00826.0002,BUMPER ASSEMBLY BAGGED,,47.4,33.18,,,,
C00827.0001,WHEEL ASSY,,55.6,38.92,,,,
C00828.0000,BUMPERRUBBER 1 3/8 IN,,14.3,10.01,,,,
C00830.00R2,RETAINER TO SP C801 (STL SHEET-0.125),,30.2,21.14,,,,
C00834.0001,WASHER FLAT 1/4 SS,,1.7,1.19,,,,
C00837.0001,COVER TOP BPR 1 3/4 ML,,3.3,2.31,,,,
C00838.000A,SCREW #6X1/2 FHSMS STAINLESS PHILLIPS,,1.7,1.19,,,,
C00838.000B,SCREW #6X1/2 FHSMS BRONZE PHILLIPS,,1.7,1.19,,,,
C00840.0004,HARDWARE.END CAP.BOTTOM GUIDE.S2000 110.ABS.HI121.MT-11010,,4.6,3.22,,,,
C00841.0001,COVER TOP BUMPER 1 IN. (AL SHEET-0.125),,6.6,4.62,,,,
C00842.0001,PIVOT TORSION BAR,,69.9,48.93,,,,
C00843.001B,"ASSYBTTM GUIDE PIVOT ""SX-O""",,127.0,88.9,,,,
C00843.002A,"ASSYBOTTOM GUIDE ""SX-O""-ELG",,152.0,106.4,,,,
C00843.002B,"ASSYBOTTOM GUIDE ""SX-O""-ELG",,194.0,135.8,,,,
C00843.003A,ASSYBOT GUIDE SX-O LEAD LINED,,147.0,102.9,,,,
C00843.003B,ASSYBOT GUIDE SX-O LEAD LINED,,279.0,195.3,,,,
C00843.1FLA,ASSY-SXO BOT GUIDE REINFORCED,,234.0,163.8,,,,
C00843.1FLB,ASSY-SXO BOT GUIDE REINFORCED,,260.0,182.0,,,,
C00843.2FLA,ASSY-BOTTOM GUIDE SX-O,,206.0,144.2,,,,
C00843.2FLB,ASSY-BOTTOM GUIDE SX-O,,216.0,151.2,,,,
C00844.0005,GUIDE; BOTTOM PIVOT SEPARATOR ASSEMBLY,,208.0,145.6,,,,
C00844.0006,GUIDE; BOTTOM PIVOT SEPARATOR ASSEMBLY,,191.0,133.7,,,,
C00844.001B,ASSYBTTM PIVOT O-SX,,127.0,88.9,,,,
C00844.002A,"ASSYBOTTOM GUIDE ""O-SX""-ELG",,152.0,106.4,,,,
C00844.002B,"ASSYBOTTOM GUIDE ""O-SX""-ELG",,194.0,135.8,,,,
