Part Number,Description,UOM,List Price,Net Price,Category,Manufacturer Part,Notes,A&M Part #
C17139.RHRB,"ASSYS7 D HDR/OPR RHR 39"" BRZ",EA,2552.0,1786.4,,,,
C17151.1LHB,ASSY S7 HDR/OPR.51 INCH LEFT HAND BRONZE.C5190.SWING,EA,2737.0,1915.9,,,,
C17151.1LHRA,"ASSY;S7 D HDR/OPR LHR 51"" CLR W/C5190",EA,2627.0,1838.9,,,,
C17151.1LHRB,"ASSY;S7 D HDR/OPR LHR 51"" BNZ W/C5190",EA,2627.0,1838.9,,,,
C17151.1RHA,"ASSY;S7 D HDR/OPR RH 51"" CLR W/C5190",EA,2627.0,1838.9,,,,
C17151.1RHB,ASSY S7 HDR/OPR.51 INCH RIGHT HAND BRONZE.C5190.SWING,EA,2627.0,1838.9,,,,
C17151.1RHRA,"ASSY;S7 D HDR/OPR RHR 51"" CLR W/C5190",EA,2627.0,1838.9,,,,
C17151.1RHRB,"ASSY;S7 D HDR/OPR RHR 51"" BRZ W/C5190",EA,2627.0,1838.9,,,,
C17151.LHA,"ASSYS7 D HDR/OPR LH 51"" CLR",EA,2627.0,1838.9,,,,
C17151.LHB,"ASSYS7 D HDR/OPR LH 51"" BRZ",EA,2627.0,1838.9,,,,
C17151.LHRA,"ASSYS7 D HDR/OPR LHR 51"" CLR",EA,2627.0,1838.9,,,,
C17151.LHRB,"ASSYS7 D HDR/OPR LHR 51"" BRZ",EA,2627.0,1838.9,,,,
C17151.RHA,"ASSYS7 D HDR/OPR RH 51"" CLR",EA,2627.0,1838.9,,,,
C17151.RHB,"ASSYS7 D HDR/OPR RH 51"" BRZ",EA,2627.0,1838.9,,,,
C17151.RHRA,"ASSYS7 D HDR/OPR RHR 51"" CLR",EA,2627.0,1838.9,,,,
C17151.RHRB,"ASSYS7 D HDR/OPR RHR 51"" BRZ",EA,2627.0,1838.9,,,,
C17175.1LHRRHRA,"ASSY;S7 HDR/OPR LHR-RHR 75""CLR W/C5190",EA,6693.0,4685.1,,,,
C17175.1LHRRHRB,ASSY S7 HDR/OPR.75 INCH LHR RHR BRONZE.C5190.SWING,EA,6693.0,4685.1,,,,
C17175.LHRRHRA,"ASSYS7 HDR/OPR LHR-RHR 75""CLR",EA,6693.0,4685.1,,,,
C17175.LHRRHRB,"ASSYS7 HDR/OPR LHR-RHR 75""BRZ",EA,6693.0,4685.1,,,,
C17239.LHRA,"ASSYS7 E HDR/OPR LHR 39"" CLR",EA,1753.0,1227.1,,,,
C17250.1000,ALUM EXTRU;BKMBR W/INTEGRAL MILL - 237 IN,LF,30.3,21.21,,,,
C17250.100A,ALUM EXTRU;BKMBR W/INTEGRAL CLEAR-237 IN,LF,34.7,24.29,,,,
C17250.100B,ALUM EXTRU;BKMBR W/INTEGRAL DARK BRONZE - 237 IN,LF,34.7,24.29,,,,
C17251.1000,ALUM EXTRU;FACEPLATE W/INTEGRAL MILL - 237 IN,LF,13.0,9.1,,,,
C17251.100A,ALUM EXTRU;FACEPLATE W/INTEGRAL CLEAR - 237 IN,LF,15.2,10.64,,,,
C17251.100B,ALUM EXTRU;FACEPLATE W/INTEGRAL DARK BRONZE - 237 IN,LF,15.2,10.64,,,,
C17251.RHRA,"ASSYS7 E HDR/OPR RHR 51"" CLR",EA,1911.0,1337.7,,,,
C17417.0000,"ADAPTER; SWING ARM 14T SPLINE, S7000",EA,25.4,17.78,,,,
C17440.0001,"SPRING DIE, YELLOW 362 LB/IN 1"" OD X 1/2"" ID X 6"" L",EA,39.7,27.79,,,,
C17444.0000,"FASTENERS.BOLT SOCKET HEAD CAP SCREW.5/16.18.7/8"".UNC. LOW PROFILE A",EA,20.7,14.49,,,,
C17458.0000,ASSY-ADAPTER HARD STOP S7000 NHO,EA,28.6,20.02,,,,
C17462.0000,HEADER FLAT ENDCAP S7000-NHO RADIUS CORNER,EA,36.6,25.62,,,,
C17462.000C,HEADER FLAT ENDCAP S7000-NHO RADIUS CORNER BLACK (SL. SHEET-0.125),EA,20.7,14.49,,,,
C17478.0000,"ACCESS-HOLE PLUG, COVER HARD-STOP SIDE S7000-NHO",EA,47.6,33.32,,,,
C17478.0001,CAP.COVER CLEAN ROOM,EA,37.1,25.97,,,,
C17485.000A,EXTRU; TOP COVER S7000-NHO RADIUS CORNER - CLEAR 237 IN,,34.9,24.43,,,,
C17485.000B,EXTRU; TOP COVER S7000-NHO RADIUS CORNER - DARK BRONZE 237 IN,,36.6,25.62,,,,
C17500.039A,ASSY; S7000 NHO SURFACE MOUNT 39 IN HEADER CLR,,2552.0,1786.4,,,,
C17500.039B,ASSY; S7000 NHO SURFACE MOUNT 39 IN HEADER BRZ,,2552.0,1786.4,,,,
C17500.051A,ASSY; S7000 NHO SURFACE MOUNT 51 IN HEADER CLR,,2627.0,1838.9,,,,
C17500.051B,ASSY; S7000 NHO SURFACE MOUNT 51 IN HEADER BRZ,,2627.0,1838.9,,,,
C17500.075A,ASSY; S7000 NHO PAIR SURFACE MOUNT 75 IN HEADER CLR,,6089.0,4262.3,,,,
C17500.075B,ASSY; S7000 NHO PAIR SURFACE MOUNT 75 IN HEADER BRZ,,6089.0,4262.3,,,,
C17509.0000,HEADER FLAT ENDCAP S7000-NHO SHARP CORNER,,34.9,24.43,,,,
C17511.0000,"ACCESS-HOLE PLUG, COVER SWING-ARM S7000 NHO",,42.8,29.96,,,,
C17511.0001,CAP.COVER CLEAN ROOM.WITH SHAFT'S NOTCH,,28.7,20.09,,,,
C17513.0000,CONTROL-TRILOCK INSTALL BLOCK S7000-NHO,,27.0,18.9,,,,
C17527.0000,"FASTENERS.BOLT FLAT HEAD SOCKET SCREW. 5/16.18.2.1/4"".UNC. ALLOY",,20.7,14.49,,,,
C17528.0000,WASHER 9/16 ID X 1-1/4 OD X .094 THK STAINLESS,,20.7,14.49,,,,
C17550.0000,ASSY-LOW ENERY OPERATOR S7000 INTELLISWING W/ MOTOR,,961.0,672.7,,,,
C18010.000C,"UNIVERSAL THIN END CAPS FOR CONSOLIDATED HEADER, BLACK",,184.0,128.8,,,,
C18010.001A,"UNIVERSAL THIN END CAPS FOR CONSOLIDATED HEADER, CLEAR",,26.0,18.2,,,,
C18015.0000,OUTPUT SHAFT COLLAR.ADAPTOR C4051 SPRING.4000 NHO.ALUM.MILL,,4.4,3.08,,,,
C19056.0001,MATACTIVE-SEC W/LT CRTN PREP 3W 12' RND MG,,2023.0,1416.1,,,,
C19057.01LH,MATACTIVE-SECUITY LH PLAIN 3W 12' RND MG,,2023.0,1416.1,,,,
C19057.01RH,MATACTIVE-SECUITY RH PLAIN 3W 12' RND MG,,2023.0,1416.1,,,,
C19063.0001,ASSYLT CURTAIN EMITTER/RECEIVER FLR W/1 WAY SEC PREPS MG,,9276.0,6493.2,,,,
C19065.0001,ASSYREED SW/ LIGHT CURTAIN 3W 12FT RND MINI GRND 1WAY APS,,214.0,149.8,,,,
C19071.0000,HARNESS8' 12/C MATLESS SENSOR,,187.0,130.9,,,,
C19074.0000,KITACCY QUARTER POINT,,674.0,471.8,,,,
C19083.0000,ASSY; QUARTER POINT WHEEL AUTOMATIC,,464.0,324.8,,,,
C19107.0000,ASSYCABLE-ENCDR 4 CONN ADVANCED INTERCONNECT AGT,,28.6,20.02,,,,
C19121.0000,SENSORMODULE-VISTA SCAN BERCHER # S-TS B511.00.1099,,484.0,338.8,,,,
C19122.000C,EXTRUALUM-BLACK 9.85 FT BERCHER # S-TS K7103.034,,134.0,93.8,,,,
C19123.0000,"SENSOR BEA SUPERSCAN 10SSI CUSTOM+REQ'D SIZE-REV (<36"" DR",,1031.0,721.7,,,,
C19123.0001,"SENSORBEA SUPERSCAN 10SSII REVOLVER 36-41.9"" DOOR",,1219.0,853.3,,,,
C19123.0002,"SENSORBEA SUPERSCAN 10SSIII REVOLVER 42-51.9"" DOOR",,1427.0,998.9,,,,
C19123.0003,"SENSORBEA SUPERSCAN 10SSIV REVOLVER 52-60.4"" DOOR",,804.0,562.8,,,,
C19124.0000,"COVERFRONT-SENSOR-BLK BIRCHER PART # S-US 225452, 10.99 FT LONG",,637.0,445.9,,,,
C19125.0000,ENDCAP SET W/MNTG SCREWS LR BIRCHER # S-TS B515.01.0003,,19.1,13.37,,,,
C19127.0000,"CABLE FLAT-12"" BERCHER # S-TS K5752.005",,61.9,43.33,,,,
C19130.0000,ASSYVISTASCAN SYSTEM-9' 3W,,7370.0,5159.0,,,,
C19130.0001,ASSYVISTASCAN SYSTEM-9' 4W (KIT 4 PIECES),,10116.0,7081.2,,,,
C19131.0000,ASSYVISTASCAN SYSTEM-10'3W (KIT 3 PIECES),,7837.0,5485.9,,,,
C19131.0001,ASSY VISTASCAN SYSTEM-10'4W (KIT 4 PIECES),,10116.0,7081.2,,,,
C19132.0000,ASSY VISTASCAN SYSTEM-11'3W MG (KIT 3 PIECES),,7837.0,5485.9,,,,
C19133.0000,ASSY VISTASCAN SYSTEM-12'3W (KIT 3 PIECES),,7355.0,5148.5,,,,
C19133.0001,ASSY VISTASCAN SYSTEM-12'4W (KIT 4 PIECES),,10116.0,7081.2,,,,
C19134.0000,ASSY VISTASCAN SYSTEM-12'3W MG (KIT 3 PIECES),,7837.0,5485.9,,,,
C19135.0000,ASSY VISTASCAN SYSTEM-14'3W (KIT 3 PIECES),,9596.0,6717.2,,,,
C19135.0001,ASSY VISTASCAN SYSTEM-14'4W (KIT 4 PIECES),,12458.0,8720.6,,,,
C19136.0000,ASSY VISTASCAN SYSTEM-16'3W (KIT 3 PIECES),,11322.0,7925.4,,,,
C19136.0001,ASSY VISTASCAN SYSTEM-16'4W (KIT 4 PIECES),,14766.0,10336.2,,,,
C19209.0000,CONTROL PNL PUSH BUTTON,,158.0,110.6,,,,
C19210.0000,PLC WITH SOFTWARE,,6957.0,4869.9,,,,
C19212.0000,STATIONARY EDGE BUMPER,,1387.0,970.9,,,,
C19213.0000,24 CHANNEL SLIP RING,,10023.0,7016.1,,,,
C19215.0000,FREQUENCY CONTROLLER,,7305.0,5113.5,,,,
C19219.0000,LIGHT CONTROLLER,EA,740.0,518.0,,,,
C19220.0000,LIGHT,EA,163.0,114.1,,,,
C19221.0000,LIGHT FIXTURE,EA,68.0,47.6,,,,
C19222.0000,DRIVE BELT,EA,105.0,73.5,,,,
C19300.0000,VISDOM SENSOR KIT; VISDOM ELITE,EA,29614.0,20729.8,,,,
C19300.0001,1/2 VISDOM ELITE KIT SYSTEM,EA,15330.0,10731.0,,,,
C19337.0000,REVOLVER REMEDIATION - BOTTOM BEARING,EA,1469.0,1028.3,,,,
C19400.2000RA,"PUSHBAR, 1"" ROUND 215 CLEAR ANODIZE BY ROCKWOOD WITH CTC OF 20"" FO",EA,605.0,423.5,,,,
C19400.2000RB,"PUSHBAR, 1"" ROUND 313R1 D",EA,636.0,445.2,,,,
C19400.2000RP,"PUSHBAR, 1"" ROUND #4 SS BY ROCKWOOD WITH CTC OF 20"" FOR 10' RTQP RE",EA,980.0,686.0,,,,
C19400.2000RQ,"PUSHBAR, 1"" ROUND #7 SS BY",EA,1076.0,753.2,,,,
C19400.3043FP,"FLAT, #4 SS PUSHBAR FOR 72"" DIAMETER REVOLVERS",EA,728.0,509.6,,,,
C19400.3325RC,"ROUND, 315R1 BLACK ANODIZE ROUND PUSHBAR FOR 78"" DIAMETER REVOLV",EA,455.0,318.5,,,,
C19400.3356FR,"FLAT, #4 MUNTZ PUSHBAR FOR 80"" DIAMETER REVOLVERS CTC DIMENSION OF",EA,890.0,623.0,,,,
C19400.3950FB,"PUSHBAR, FLAT 313R1 DARK BRONZE FOR 96"" I.D. REVOLVERS",EA,629.0,440.3,,,,
C19400.3950RB,"PUSHBAR, ROUND 313R1 DARK BRONZE FOR 96"" I.D. REVOLVERS",EA,519.0,363.3,,,,
C19400.3993RQ,"PUSHBAR, ROUND #7 SS FINISH WITH CTC OF 39.9375""",EA,959.0,671.3,,,,
C19405.0000,KIT; LOCK W/KEYS FOR KBB'S 2-WING REVOLVER.,EA,82.2,57.54,,,,
C19410.0000,LCP ENCLOSURE ASSEMBLY FOR C19800 REVOLVER MASTER CONTROL,EA,1019.0,713.3,,,,
C19507.0000,ELECTRICAL COMPONENTS.SURGE PROTECTOR.3 OUTLET.REVOLVER.1050 JOU,EA,195.0,136.5,,,,
C19759.0000,HINGEBOOKFOLD 3MM ARMS3.5 MM SPACERS,EA,281.0,196.7,,,,
C19800.0000,"CONTROL, MASTER FOR REVOLVING DOORS",EA,3298.0,2308.6,,,,
C19800.0001,REVOLVER MASTER CONTROL FOR 1-WAY 3 WING SECURITY-AIRPORT SECURIT,EA,3282.0,2297.4,,,,
C19800.0003,REVOLVER MASTER CONTROL FOR RETURN TO QUARTERPOINT REVOLVING D,EA,2800.0,1960.0,,,,
C19800.0004,MSTR CNTRL-2WAY 4W SECUR,E A,2996.0,2097.2,,,,
C19800.0005,REVOLVER MASTER CONTROL-AUTOMATIC/GRAND 3 OR 4 WING APPLICATION,EA,6299.0,4409.3,,,,
C19991.0004,ASSYSWITCH MNTG-QTR PT PROX AUTO/SEC REVOLVERS,EA,229.0,160.3,,,,
C20164.0000,ASSY; TRANSFORMER 120V PRIMARY UNIVERSAL CONTROL S2021,EA,98.9,69.23,,,,
C20164.0220,TRANSFORMER.LAMINATED.SLIDE.S2021/2022.220V,EA,98.9,69.23,,,,
C20200.000A,EXTRU; 2021 HEADER EXTRUSION 7 IN X 4.5 IN - CLEAR ANNODIZED 288 IN,LF,74.8,52.36,,,,
C20200.000B,"EXTRU; 2021 HEADER EXTRUSION 7"" X 4.5"" DARK BRONZE 204 IN",LF,82.2,57.54,,,,
C20225.0000,"BRACKET; WHEEL CARRIAGE PLATE, HD HURRICANE DOOR",EA,165.0,115.5,,,,
C20249.000A,INTERLOCK CLIP. FEMALE CLEAR,EA,16.3,11.41,,,,
C20249.000B,INTERLOCK CLIP. FEMALE DARK BRONZE,EA,16.3,11.41,,,,
C20262.000C,"LOCK COVER PLATE C454, S2001 BR UNIT BLACK",EA,19.5,13.65,,,,
C20267.0LHA,"ASSY; SX-PANEL BOTTOM GUIDE O-(SX), S2001 BR UNIT CLEAR",EA,191.0,133.7,,,,
C20267.0LHB,"ASSY; SX-PANEL BOTTOM GUIDE O-(SX), S2001 BR UNIT BRONZE",EA,191.0,133.7,,,,
C20267.0RHA,"ASSY; SX-PANEL BOTTOM GUIDE (SX)-O, S2001 BR UNIT CLEAR",EA,179.0,125.3,,,,
C20267.0RHB,"ASSY; SX-PANEL BOTTOM GUIDE (SX)-O, S2001 BR UNIT BRONZE",EA,179.0,125.3,,,,
C20269.0000,GLASS OPENING CORNER PIECE.BR UNIT.AR 400/450.GRAY PAINT,EA,95.2,66.64,,,,
C20270.000A,EXTRU; FACEPLATE HEADER COVER 2021 HEADER - CLEAR ANNODIZED 288 IN,LF,23.8,16.66,,,,
C20270.000B,EXTRU; FACEPLATE HEADER COVER 2021 HEADER DARK BRONZE 288 IN,LF,27.0,18.9,,,,
C20275.0000,"FASTENER.HELICAL INSERT.1/4-20.3/8"".STAINLESS STEEL",EA,3.3,2.31,,,,
C20450.0000,"PLATE.PUSH.TELE MAX SX FAST/SX SLOW..025"".STAINLESS STEEL.301",EA,7.6,5.32,,,,
C20451.000A,ARRESTER.CRAWL.TELE MAX SX FAST.6MM.STEEL.CLEAR,EA,44.4,31.08,,,,
C20451.000B,ARRESTER.CRAWL.TELE MAX SX FAST.6MM.STEEL.DARK BRONZE,EA,41.1,28.77,,,,
C20451.001A,ARRESTER.CRAWL.TELE MAX SX SLOW.6MM.STEEL.CLEAR,EA,43.3,30.31,,,,
C20451.001B,ARRESTER.CRAWL.TELE MAX SX SLOW.6MM.STEEL.DARK BRONZE,EA,41.1,28.77,,,,
C20451.002A,CRAWL ARRESTER.TELE XM.SX-F.STEEL.CLEAR ANODIZE,EA,306.0,214.2,,,,
C20451.002B,CRAWL ARRESTER.TELE XM.SX-F.STEEL.DARK BRONZE,EA,357.0,249.9,,,,
C20451.003A,CRAWL ARRESTER.TELE XM.SX-S.STEEL.CLEAR ANODIZE,EA,320.0,224.0,,,,
C20451.003B,CRAWL ARRESTER.TELE XM.SX-S.STEEL.DARK BRONZE,EA,357.0,249.9,,,,
C20452.0000,SHOULDER BOLT.1/4.10-24.1/4,EA,3.6,2.52,,,,
C20453.0000,STOP BLOCK.CRAWL ARRESTER.TELE MAX HEADER.DELRIN,EA,52.7,36.89,,,,
C20454.0000,PIN.BOTTOM GUIDE.TELE MAX SO/SX SLOW.DELRIN,EA,11.0,7.7,,,,
C20456.0000,BOTTOM GUIDE. SO PANEL MOUNT.SLIDE.ICU TELESCOPIC XM,EA,37.1,25.97,,,,
C20458.0000,SPRING.DISC.TRIPLE WAVE..375.STEEL,EA,2.1,1.47,,,,
C20459.0001,PIN.PIVOT.TELE MAX SX FAST PIVOT PLATE.STAINLESS STEEL.302,EA,163.0,114.1,,,,
C20462.000C,PIVOT PLATE. ICU TELESCOPIC XM,EA,244.0,170.8,,,,
C20463.000C,PIVOT PIN SLIDING TAB ASSEMBLY. ICU TELESCOPIC XM,EA,25.0,17.5,,,,
C20463.001C,OVAL PIVOT PIN SLIDING TAB.ASSEMBLY.SLIDES.ICU TELESCOPIC XM,EA,95.4,66.78,,,,
C20467.0000,BUMPER IMPACT BRACKET.STEEL.ZINC PLATED,EA,7.5,5.25,,,,
C20467.0001,BUMPER IMPACT BRACKET KIT.SX-F.TELE XM,EA,17.1,11.97,,,,
C20469.000L,MECH. HOLD OPEN ROLLER.ASSEMBLY.SLIDES.ICU TELESCOPIC XM,EA,57.4,40.18,,,,
C20470.000L,MECH. HOLD OPEN SPRING.ASSEMBLY.SLIDES.ICU TELESCOPIC XM,EA,91.9,64.33,,,,
C20470.000R,MECH. HOLD OPEN SPRING.ASSEMBLY.SLIDES.ICU TELESCOPIC XM,EA,91.9,64.33,,,,
C20471.0000,PICK-UP BLOCK.SX-S OPEN.RUBBER,EA,128.0,89.6,,,,
C20472.0000,PICK-UP BLOCK.SX-S CLOSE.RUBBER,EA,33.6,23.52,,,,
C20474.0000,PIVOT CATCH ASSEMBLY. ICU TELESCOPIC XM,EA,115.0,80.5,,,,
C20475.000A,OPEN PICKUP BLOCK.BRACKET.SX-S.ALUMINUM.ANODIZE CLEAR,EA,16.4,11.48,,,,
C20475.000B,PICK-UP BLOCK.BRACKET.ALUMINUM.ANODIZE BRONZE,EA,16.4,11.48,,,,
C20479.00LH,BOTTOM GUIDE SX-S.ASSEMBLY.SLIDES.ICU TELESCOPIC XM,EA,144.0,100.8,,,,
C20479.00RH,BOTTOM GUIDE SX-S.ASSEMBLY.SLIDES.ICU TELESCOPIC XM,EA,144.0,100.8,,,,
C20482.0000,BRACKET.PICK UP BLOCK.TELE MAX.STEEL.GALVANIZED,EA,13.0,9.1,,,,
C20487.0000,PLATE.BUMPER.SLIDES.ICU TELESCOPIC XM,EA,4.1,2.87,,,,
C20488.0000,ASSEMBLY.WHEEL CARRIAGE.SLIDES.ICU TELESCOPIC XM. SX-S,EA,63.8,44.66,,,,
C20488.0001,ASSEMBLY.WHEEL CARRIAGE.SLIDES.ICU TELESCOPIC XM. SX-S,EA,64.5,45.15,,,,
C20488.0002,WHEEL CARRIAGE KIT.SX-S.TELE XM,EA,175.0,122.5,,,,
C20489.0000,PART.PUSH BLOCK.SLIDES.ICU TELESCOPIC XM. SX-F,EA,36.7,25.69,,,,
C20500.0001,ADJUSTABLE BREAKOUT DEVICE.SX-S.TELE LOW PROFILE HEADER,EA,135.0,94.5,,,,
C20503.0000,"FASTENER.FHSCS.5/16"".-18.7/8"" LONG.THREAD LOCKING.ALLOY STEEL.BLACK O",EA,2.5,1.75,,,,
C20504.0000,"FASTENER.FHMS.10-24.3/4"" LONG.18-8 STAINLESS STEEL",EA,2.2,1.54,,,,
C20505.0000,SO PIVOT BLOCK.THRESHOLD.ALUMINUM.MILL,EA,26.8,18.76,,,,
C20568.0001,BRACKET; AUTOLOCK PCB MOUNTING BRACKET,EA,73.0,51.1,,,,
C20568.0003,PLATE; AUTOLOCK TUMBLER PLATE S2020,EA,61.9,43.33,,,,
C20569.0000,PLATE; AUTOLOCK DROP BOLT,EA,190.0,133.0,,,,
C20601.0000,HOTRON SENSOR - MODEL : SSR3 - FLEXLINE S2022,EA,709.0,496.3,,,,
C20601.0001,HOTRON SENSOR ASSEMBLY - MODEL SSR3 FLEXLINE - S2022 (SENSOR & PNP C EA,,802.0,561.4,,,,
C20602.0000,HOTRON SENSOR - MODEL : HR100-CT - FLEXLINE S2022,EA,549.0,384.3,,,,
C20602.0001,HOTRON SENSOR ASSEMBLY - MODEL HR100-CT FLEXLINE S2022 (SENSOR & P,EA,674.0,471.8,,,,
C20603.0000,"PHOTOBEAM KIT, HOTRON HP2 SLIDE AND SWING PRODUCTS",EA,247.0,172.9,,,,
C20604.0000,HOTRON TOUCHLESS & WIRELESS DOOR ACTIVATION SWITCH - FLEXLINE 2022,EA,381.0,266.7,,,,
C20605.0000,WR-24 RECIEVER - FLEXLINE 2022,EA,286.0,200.2,,,,
C20609.0000,BRACKET; MOTOR MOUNT,EA,13.1,9.17,,,,
C20611.0000,PLATE; MOTOR SHIM PLATE S2021,EA,5.2,3.64,,,,
C20614.0000,HOLE PLUG 3/4 ID NYLON PLASTIC SNAP IN,EA,1.1,0.77,,,,
C20623.0000,ASSY; IDLER PULLEY S2021,EA,62.8,43.96,,,,
C20625.0000,S2021 CONTROL W/BRACKETS - TAPE,EA,442.0,309.4,,,,
C20625.0220,CONTROL.3150.SLIDE.S2021/2022.220V,EA,656.0,459.2,,,,
C20626.0001,RE-ACTIVATED BY HIBCO-4388 ASSY; IDLER ENDBRACKET WITH STUD FOR SURF,EA,98.9,69.23,,,,
C20640.0001,ANTIRISE GUIDE BLOCK S2021.DELRIN,EA,74.2,51.94,,,,
C20641.0000,BRACKET; FACE PLATE 2020 HEADER,EA,9.2,6.44,,,,
C20643.0000,ASSY; SINGLE WHEEL IDLER & BRACKET NON CONNECTING S2022 SLIDE,EA,121.0,84.7,,,,
C20644.0000,ASSY; SINGLE WHEEL IDLER & BRACKET S2022 SLIDE,EA,298.0,208.6,,,,
C20645.01LH,IDLER WHEEL & BRACKET NON CONNECTING S2021,EA,208.0,145.6,,,,
C20645.01RH,IDLER WHEEL & BRACKET NON CONNECTING S2021,EA,208.0,145.6,,,,
C20646.01LH,IDLER WHEEL CARRIAGE & BRACKET S2021,EA,312.0,218.4,,,,
C20646.01RH,IDLER WHEEL CARRIAGE AND BRACKET S2021,EA,312.0,218.4,,,,
C20652.0000,PLATE; ENDCAP 4.5 X 7 HEADER PLASTIC BLK,EA,34.9,24.43,,,,
C20653.000C,ENDCAP PLATE SURFACE APPLIED 2020 HEADER BLK,EA,30.1,21.07,,,,
C20656.0000,ASSY; AUTOLOCK FAIL SECURE S2021,EA,1275.0,892.5,,,,
C20657.0000,ASSY; AUTOLOCK FAIL SAFE S2021,EA,1275.0,892.5,,,,
C20700.0000,ASSY; S2000B CHASSIS WITH POWER SUPPLY,EA,1715.0,1200.5,,,,
C20701.0000,ASSY; S2000B CHASSIS WITH OUT POWER SUPPLY,EA,1496.0,1047.2,,,,
C20702.0000,ASSY; S2000B BI-PART CHASSIS WITHOUT POWER SUPPLY,EA,1322.0,925.4,,,,
C20705.0000,ASSY; S2000B PULLEY BRACKET CHASSIS,EA,117.0,81.9,,,,
C20706.0000,ASSY; S2000B BI-PART PULLY AND POWER SUPPLY CHASSIS,EA,565.0,395.5,,,,
C20707.000L,ASSY; S2000B CHASSIS MANUAL SELF CLOSER RETRACTOR SO-SX,EA,343.0,240.1,,,,
C20707.000R,"ASSY; S2000B MANUAL SELF CLOSER RETRACTOR CHASSIS, SX-SO",EA,343.0,240.1,,,,
C20711.0000,CHASSIS; S2000B MANUAL SELF CLOSER RETRACTOR BRACKET,EA,28.9,20.23,,,,
C20712.0000,"CHASSIS; S2000B BI-PART PULLEY, TRANSFORMER BRACKET UNDER 144""",EA,49.1,34.37,,,,
C20713.0000,CHASSIS; S2000B PULLEY BRACKET,EA,20.1,14.07,,,,
C20714.0000,"CHASSIS; S2000B CONTROL WITH POWER SUPPLY BRACKET 33.5""",EA,87.3,61.11,,,,
C20715.0000,"CHASSIS; S2000B CONTROL WITHOUT POWER SUPPLY BRACKET 27.0""",EA,76.1,53.27,,,,
C20716.0000,"CHASSIS; S2000B BI-PART MOTOR, CONTROL BRACKET UNDER 144""",EA,64.5,45.15,,,,
C20857.000A,"SUB-ASSY; LH ""SX"" TORSION BAR ""SO-SX"" 310 STANDARD CLEAR",EA,119.0,83.3,,,,
C20857.000B,"SUB-ASSY; LH ""SX"" TORSION BAR ""SO-SX"" 310 STANDARD BRONZE",EA,131.0,91.7,,,,
C20857.001A,"SUB-ASSY; LH ""SX"" TORSION BAR ""SO-SX"" 310 TRACKLESS ICU MAX CLEAR",EA,443.0,310.1,,,,
C20857.001B,"SUB-ASSY; LH ""SX"" TORSION BAR ""SO-SX"" 310 TRACKLESS ICU MAX BRONZE",EA,455.0,318.5,,,,
C20857.002A,"SUB-ASSY; RH ""SX"" TORSION BAR ""SX-SO"" 310 STANDARD CLEAR",EA,119.0,83.3,,,,
C20857.002B,"SUB-ASSY; RH ""SX"" TORSION BAR ""SX-SO"" 310 STANDARD BRONZE",EA,131.0,91.7,,,,
C20857.003A,"SUB-ASSY; RH ""SX"" TORSION BAR ""SX-SO"" 310 TRACKLESS ICU MAX CLEAR",EA,443.0,310.1,,,,
C20857.003B,"SUB-ASSY; RH ""SX"" TORSION BAR ""SX-SO"" 310 TRACKLESS ICU MAX BRONZE",EA,455.0,318.5,,,,
C20888.0000,BRACKET; C454 LOCK MOUNTING PLATE S2022,EA,101.0,70.7,,,,
C20900.0000,COVER; MOTOR COVER CLEAN ROOM ATMOSPHERIC S2021,EA,404.0,282.8,,,,
C20901.0000,COVER; IDLER COVER CLEAN ROOM ATMOSPHERIC S2021,EA,404.0,282.8,,,,
C20902.0000,HOLE PLUG 1-5/8 ID NYLON PLASTIC SNAP IN,EA,3.8,2.66,,,,
C20905.0000,COVER; BACK MOTOR COVER CLEAN ROOM ATMOSPHERIC S2000B,EA,1099.0,769.3,,,,
C20906.0000,COVER; FRONT MOTOR COVER CLEAN ROOM ATMOSPHERIC S2000B,EA,330.0,231.0,,,,
C20907.0000,COVER; PULLEY CLEAN ROOM ATMOSPHERIC S2000B,EA,382.0,267.4,,,,
C20908.0000,"CLEAN.ROOM.HEADER COVER.41.25""",EA,732.0,512.4,,,,
C20908.0001,"CLEAN.ROOM.HEADER COVER.82.50""",EA,1345.0,941.5,,,,
C21025.00LH,ASSEMBLIES / KITS.ASSEMBLY.SOFT CLOSE.SLIDE.SELF CLOSING ICU TELE IDS,EA,44.4,31.08,,,,
C21025.00RH,ASSEMBLIES / KITS.ASSEMBLY.SOFT CLOSE.SLIDE.SELF CLOSING ICU TELE IDS,EA,44.4,31.08,,,,
C21027.00LH,ASSEMBLIES / KITS.ASSEMBLY.DAMPENER RACK.SLIDE.SELF CLOSING ICU TELE,EA,141.0,98.7,,,,
C21027.00RH,ASSEMBLIES / KITS.ASSEMBLY.DAMPENER RACK.SLIDE.SELF CLOSING ICU TELE,EA,141.0,98.7,,,,
C21035.000L,ASSEMBLIES / KITS.ASSEMBLY.OPEN ASSIST.SLIDE.SELF CLOSING ICU TELE IDS,EA,608.0,425.6,,,,
C21035.000R,ASSEMBLIES / KITS.ASSEMBLY.OPEN ASSIST.SLIDE.SELF CLOSING ICU TELE IDS,EA,608.0,425.6,,,,
C24164.0000,TRANSFORMER 110V/90V/24V,EA,87.2,61.04,,,,
C24164.0240,TRANSFORMER 240V/90V/24V,EA,347.0,242.9,,,,
