Part Number,Description,UOM,List Price,Net Price,Category,Manufacturer Part,Notes,Used On,Suggested Resale,Link
85003000,Control Board AA300,EA,304.0,152.0,Used on AA300,,,AA300,231.0,http://www.partstown.com/ready_access/rdy85003000;sid=IqEGxZ4RmJYGxcUndJoxyzbR1n1GwWrNYqU=
30100201,Cover - Outside - Bronze,EA,200.0,100.0,Used on AA300,,,AA300,150.0,
30100202,Cover - Outside - Clear,EA,200.0,100.0,Used on AA300,,,AA300,150.0,
85187000,Cover - Outside - Powder,EA,330.0,230.0,Used on AA300,,,AA300,280.0,
30228000,Disconnect for AA300 ***NO MORE***,EA,310.0,155.0,Used on AA300,,Discontinued / no stock,AA300,195.0,
85028120,Heater Assy L/R,EA,565.0,283.0,Used on AA300,,,AA300,429.0,
85028110,Heater Assy R/L (used on 131),EA,565.0,283.0,Used on AA300,,,AA300,429.0,
85127900,Fan Muffin,EA,140.0,70.0,Used on AA300,,,AA300,100.0,http://www.partstown.com/ready_access/rdy85127900;sid=IqEGxZ4RmJYGxcUndJoxyzbR1n1GwWrNYqU=
84174600,Filler Panel Retrofit Kit,EA,498.0,249.0,Used on AA300,,,AA300,378.0,
00650101,Aluminum Grid under quartz lamp 20x 4-1/2,EA,20.0,10.0,Used on AA300,,,AA300,15.0,
85079200,"Fuse Kit-AA300 (4 - 3A, 4 - 250mA)",EA,39.0,19.0,Used on AA300,,,AA300,29.0,http://www.partstown.com/ready_access/rdy85079200;sid=IqEGxZ4RmJYGxcUndJoxyzbR1n1GwWrNYqU=
85129100,Quartz Lamp,EA,153.0,76.0,Used on AA300,,,AA300,116.0,http://www.partstown.com/ready_access/rdy85129100
20110418,Quartz Lamp Socket ( Single Socket),EA,12.4,6.2,Used on AA300,,,AA300,9.3,
20110513,Relay - 40 Amp,EA,105.0,52.5,Used on AA300,,,AA300,84.0,http://www.partstown.com/ready_access/rdy20110513;sid=IqEGxZ4RmJYGxcUndJoxyzbR1n1GwWrNYqU=
20110528,Relay - Omron,EA,58.4,29.2,Used on AA300,,,AA300,46.7,http://www.partstown.com/ready_access/rdy20110528;sid=IqEGxZ4RmJYGxcUndJoxyzbR1n1GwWrNYqU=
20110529,Switch - Winter/Summer - AA300,EA,16.25,8.0,Used on AA300,,,AA300,13.0,http://www.partstown.com/ready_access/rdy20110529;sid=IqEGxZ4RmJYGxcUndJoxyzbR1n1GwWrNYqU=
20110530,Switch (The other 2 next to summer/winter switch),EA,8.5,4.25,Used on AA300,,,AA300,6.0,http://www.partstown.com/ready_access/rdy20110530;sid=IqEGxZ4RmJYGxcUndJoxyzbR1n1GwWrNYqU=
20110514,Terminal Block for 220v on AA300,EA,111.0,74.0,Used on AA300,,,AA300,92.0,
20110017,Thermostat - Selco Kisco,EA,28.2,14.1,Used on AA300,,,AA300,22.6,
85004100,Bearing Kit - Linear Actuator (3 Only),EA,120.0,60.0,"Used on BO-1, BO-2, BO-4",,,"BO-1, BO-2, BO-4",90.0,
85077800,"Belt Manual Window ( Full Length 32"") 322L075 on Belt *** NO MORE***",EA,,,"Used on BO-1, FM-1",,Discontinued / no stock,"BO-1, FM-1",,http://www.partstown.com/ready_access/rdy85077800;sid=SXw0wIVAJ2E0wNwlChwAzi2AjEhuWXGcCXg=
10130001,Belt Nut For Belt Seperator Shaft (Need 2),EA,0.1,0.1,"Used on BO-1, FM-1, FM-3, FM-4",,,"BO-1, FM-1, FM-3, FM-4",0.1,
00650263,Belt Separator (Nylon),EA,12.8,6.4,"Used on BO-1, FM-1, FM-3, FM-4",,,"BO-1, FM-1, FM-3, FM-4",8.0,
00650262,Belt Spacer Shaft For Belt Seperator,EA,13.5,6.8,"Used on BO-1, FM-1, FM-3, FM-4",,,"BO-1, FM-1, FM-3, FM-4",10.8,
85003900,BO Window Install Hardware Kit,EA,35.0,17.0,"Used on BO-1, BO-10, BO-2, BO-4",,,"BO-1, BO-10, BO-2, BO-4",26.0,
95023001,"Bracket, Lower Lock (1)",EA,8.7,4.4,"Used on BO-1, FM-1",,,"BO-1, FM-1",6.9,
65028101,Bushing Need 2 Each Side (Brass w/ Notch),EA,3.0,1.5,"Used on BO-1, FM-1, FM-2, FM-3, FM-4",,,"BO-1, FM-1, FM-2, FM-3, FM-4",2.4,
10230055,Bushing Spacer (Nylon),EA,3.0,1.5,"Used on BO-1, FM-3",,,"BO-1, FM-3",2.0,
20112150,Cable - Motor,EA,6.4,3.2,"Used on BO-1, BO-2, BO-4",,,"BO-1, BO-2, BO-4",5.1,
20112149,Cable - Power,EA,10.3,5.2,"Used on BO-1, BO-2, BO-4",,,"BO-1, BO-2, BO-4",8.3,
85077700,Ceiling Tile,EA,47.0,23.0,"Used on BO-1, BO-2, BO-4",,,"BO-1, BO-2, BO-4",35.0,
85079001,"Center Stop (Bronze) BO-1, FM-3",EA,33.0,16.0,"Used on BO-1, FM-3",,,"BO-1, FM-3",25.0,
85079002,"Center Stop (Clear) BO-1, FM-3",EA,33.0,16.0,"Used on BO-1, FM-3",,,"BO-1, FM-3",25.0,
10300003,Clevis Pin For Push Rod,EA,1.0,0.5,"Used on BO-1, BO-2, BO-4",,,"BO-1, BO-2, BO-4",0.8,
10040009,Coupling - Set Screw,EA,1.6,0.8,"Used on BO-1, BO-2, BO-4",,,"BO-1, BO-2, BO-4",1.2,
00651100,Coupling (order 2 set screws 10040009) (the 2 supplied with it are too short-discard),EA,30.0,15.0,"Used on BO-1, BO-2",,,"BO-1, BO-2",22.5,
85065801,Cover Front Bronze,EA,149.0,74.0,"Used on BO-1, BO-2, BO-4",,,"BO-1, BO-2, BO-4",113.0,
85065802,Cover Front Clear,EA,149.0,74.0,"Used on BO-1, BO-2, BO-4",,,"BO-1, BO-2, BO-4",113.0,
85065803,Cover Front Painted,EA,274.0,137.0,"Used on BO-1, BO-2, BO-4",,,"BO-1, BO-2, BO-4",208.0,
85065601,"Cover Left Side Bronze BO-1,2,4",EA,81.0,40.0,"Used on BO-1, BO-2, BO-4",,,"BO-1, BO-2, BO-4",61.0,
85065602,"Cover Right Side Bronze BO-1,2,4",EA,81.0,40.0,"Used on BO-1, BO-2, BO-4",,,"BO-1, BO-2, BO-4",61.0,
85065401,Door Assy - Brz Lt Hand BO-1/FM1***NO MORE AVAILABLE***,EA,350.0,175.0,"Used on BO-1, FM-1",,Discontinued / no stock,"BO-1, FM-1",266.0,
85065402,Door Assy - Brz Rt Hand BO-1/FM1***NO MORE AVAILABLE***,EA,350.0,175.0,"Used on BO-1, FM-1",,Discontinued / no stock,"BO-1, FM-1",266.0,
85065501,Door Assy - Clr Lt Hand BO-1/FM1***NO MORE AVAILABLE***,EA,350.0,175.0,"Used on BO-1, FM-1",,Discontinued / no stock,"BO-1, FM-1",266.0,
85065502,Door Assy - Clr Rt Hand BO-1/FM1***NO MORE AVAILABLE***,EA,350.0,175.0,"Used on BO-1, FM-1",,Discontinued / no stock,"BO-1, FM-1",266.0,
85097700,"Door Handle Set BO-1, FM-3 (2 in kit w/rivets)",EA,33.0,16.0,"Used on BO-1, FM-3",,,"BO-1, FM-3",25.0,
85104100,"Drive Shaft Kit Bo-1,2,4 E",EA,83.0,41.0,"Used on BO-1, BO-2, BO-4",,,"BO-1, BO-2, BO-4",63.0,
65199901,"Electric Eye Housing Cup (switch cut out for BO-1,2,4)(order 2 screws 10010110)",EA,60.0,30.0,"Used on BO-1, BO-2, BO-4",,,"BO-1, BO-2, BO-4",45.0,
85000900,"Electric Eye Sensor Assembly - Bo-1,2,4 (24"" long)",EA,470.0,235.0,"Used on BO-1, BO-2, BO-4",,,"BO-1, BO-2, BO-4",352.5,http://www.partstown.com/ready_access/rdy85000900;sid=FjseRUIgPgIeRRt9HLgrS-rgsN9x5uTEeZg=
85065100,"Glass - Front Kit, RM (No UPS shipping)***NO MORE***",EA,383.0,192.0,"Used on BO-1, FM-1",,Discontinued / no stock,"BO-1, FM-1",291.0,
85065300,Glass - Side Kit ***NO MORE****,EA,95.0,47.0,Used on BO-1,,Discontinued / no stock,BO-1,72.0,
65066700,Guide Block Retainer - Push Rod,EA,8.3,4.2,"Used on BO-1, BO-2",,,"BO-1, BO-2",6.7,
85054500,Hinge Bottom-Field Kit (L & R Door),EA,100.0,50.0,"Used on BO-1, FM-3",,,"BO-1, FM-3",75.0,http://www.partstown.com/ready_access/rdy85054500;sid=SXw0wIVAJ2E0wNwlChwAzi2AjEhuWXGcCXg=
85054600,Hinge Top-Field Kit (L & R Door),EA,200.0,100.0,"Used on BO-1, FM-3",,,"BO-1, FM-3",150.0,http://www.partstown.com/ready_access/rdy85054600;sid=SXw0wIVAJ2E0wNwlChwAzi2AjEhuWXGcCXg=
10300004,Hitch Pin For Push Rod,EA,0.4,0.2,"Used on BO-1, BO-2",,,"BO-1, BO-2",0.3,
85078900,J-Nut Kit BO Series,EA,15.0,7.0,"Used on BO-1, BO-10, BO-2, BO-4",,,"BO-1, BO-10, BO-2, BO-4",11.0,http://www.partstown.com/ready_access/rdy85078900;sid=Y0Px_7UNpTjx_-xYIMnH8R3Nl5-x-3A5Odo=
85000500,Linear Actuator Kit,EA,520.0,313.0,"Used on BO-1, BO-2, BO-4",,,"BO-1, BO-2, BO-4",412.0,http://www.partstown.com/ready_access/rdy85000500;sid=7_3pWz0nZMnpW2Rxsu7aVZXnKsmzwsn7r_k=
85000400,Linkage Nyliner/Retaining Ring Kit,EA,40.0,20.0,"Used on BO-1, BO-2, BO-4",,,"BO-1, BO-2, BO-4",30.0,http://www.partstown.com/ready_access/rdy85000400;sid=7_3pWz0nZMnpW2Rxsu7aVZXnKsmzwsn7r_k=
85083800,Linkage Pan Assy ***NO MORE***,EA,433.0,217.0,"Used on BO-1, FM-3",,Discontinued / no stock,"BO-1, FM-3",329.0,
85127400,Links UHMW Kit BO-1 Qty 2 (Dog Bone) ***NO MORE ***,EA,44.0,22.0,Used on BO-1,,Discontinued / no stock,BO-1,33.0,
85066100,Lock Bar Bottom (Bronze) ***NO MORE***,EA,58.0,29.0,"Used on BO-1, FM-1",,Discontinued / no stock,"BO-1, FM-1",44.0,
85066200,Lock Bar Bottom (Clear) ***NO MORE***,EA,58.0,29.0,Used on BO-1,,Discontinued / no stock,BO-1,44.0,
85077600,Lock Striker,EA,18.0,8.0,"Used on BO-1, FM-1, FM-2, FM-3, FM-4",,,"BO-1, FM-1, FM-2, FM-3, FM-4",13.0,
95084600,Locking Plate BO-1 (Set Screw 10040006) (Round-Connects to Hinge) ***NO MORE***,EA,30.5,15.3,Used on BO-1,,Discontinued / no stock,BO-1,24.4,
85088100,LockTop Small Doors (1 each) BO-1 Straight Tongue (SAME AS FM-3),EA,23.0,11.0,"Used on BO-1, FM-1, FM-2, FM-3, FM-4",,,"BO-1, FM-1, FM-2, FM-3, FM-4",17.0,
85003700,"Motor Assy BO-,2,4 DC (After 8/99 2 wire)",EA,310.0,155.0,"Used on BO-1, BO-2, BO-4",,,"BO-1, BO-2, BO-4",235.0,
85138700,"Motor Repair Kit Bo-1,2,4 E (Interim)",EA,107.0,53.0,"Used on BO-1, BO-2, BO-4",,,"BO-1, BO-2, BO-4",81.0,
50020018,Nylon Guide Block - Rod Assy,EA,7.8,3.9,"Used on BO-1, BO-2, BO-4",,,"BO-1, BO-2, BO-4",6.2,
85002800,"Power Switch - Bo1, Bo2, Bo4",EA,111.0,55.0,"Used on BO-1, BO-2, BO-4",,,"BO-1, BO-2, BO-4",84.0,
85078500,Pulley Hinge Pin,EA,88.0,44.0,Used on BO-1,,,BO-1,66.0,
85078600,Pulley Idler,EA,91.0,45.0,"Used on BO-1, FM-4",,,"BO-1, FM-4",69.0,
85077900,Push Pad Semi Auto,EA,80.0,40.0,"Used on BO-1, BO-2, BO-4",,,"BO-1, BO-2, BO-4",60.0,http://www.partstown.com/ready_access/rdy85077900;sid=7_3pWz0nZMnpW2Rxsu7aVZXnKsmzwsn7r_k=
20220022,"Push Rod 16"" (Rod Only)",EA,60.0,30.0,"Used on BO-1, BO-2, BO-4",,,"BO-1, BO-2, BO-4",45.0,
20220036,"Push Rod 22"" (Rod Only)",EA,63.0,42.0,"Used on BO-1, BO-2, BO-4",,,"BO-1, BO-2, BO-4",52.0,
85078016,"Push Rod Assy 16"" Lg / BO-1,2,4",EA,173.0,86.0,"Used on BO-1, BO-2, BO-4",,,"BO-1, BO-2, BO-4",131.0,http://www.partstown.com/ready_access/rdy85078016;sid=7_3pWz0nZMnpW2Rxsu7aVZXnKsmzwsn7r_k=
85078022,"Push Rod Assy 22"" Lg / BO-1,2,4",EA,223.0,111.0,"Used on BO-1, BO-2, BO-4",,,"BO-1, BO-2, BO-4",169.0,
85078030,"Push Rod Assy 30"" Lg / BO-1,2,4",EA,344.0,172.0,"Used on BO-1, BO-2, BO-4",,,"BO-1, BO-2, BO-4",261.0,
85078038,"Push Rod Assy 38"" Lg / BO-1,2,4",EA,390.0,195.0,"Used on BO-1, BO-2, BO-4",,,"BO-1, BO-2, BO-4",296.0,
00650229,Reinforcement Angle Large (Hinge Side),EA,7.3,3.65,"Used on BO-1, FM-1, FM-2, FM-4",,,"BO-1, FM-1, FM-2, FM-4",5.85,
65024001,Retainer Bottom Lock Bar,EA,3.5,1.8,"Used on BO-1, BO-2",,,"BO-1, BO-2",2.8,
84057800,Retro Kit - Manual - Semi Auto Bronze (front cover changes) ***NO MORE***,EA,658.0,330.0,Used on BO-1,,Discontinued / no stock,BO-1,500.0,
84057810,Retro Kit - Manual - Semi Auto Clear (front cover changes) ***NO MORE***,EA,658.0,330.0,Used on BO-1,,Discontinued / no stock,BO-1,500.0,
10040006,"Set Screw For Locking Plate B/O-1 S,E",EA,3.0,1.0,Used on BO-1,,,BO-1,2.0,
85103700,"Spring Extension Kit BO 1,2,4",EA,23.0,11.0,"Used on BO-1, BO-2, BO-4",,,"BO-1, BO-2, BO-4",17.0,
65073301,Stop Full Open Window (Blk Neop),EA,1.0,0.5,"Used on BO-1, BO-2",,,"BO-1, BO-2",0.8,
85103900,"Weather Strip Kit BO-1, FM-3",EA,22.0,10.0,"Used on BO-1, FM-3T",,,"BO-1, FM-3T",16.0,http://www.partstown.com/ready_access/rdy85103900;sid=FjseRUIgPgIeRRt9HLgrS-rgsN9x5uTEeZg=
85000601,Atrium Dome - Bronze,EA,302.0,151.0,Used on BO-10,,,BO-10,229.0,
85000602,Atrium Dome - Grey,EA,302.0,151.0,Used on BO-10,,,BO-10,229.0,
40010003,Bumper w/blk Lvl - 1x1,EA,1.6,0.8,"Used on BO-10, FM-10",,,"BO-10, FM-10",1.3,
95151300,Cable Clamp Bracket (Only self closer-cable driven-no chain) order 2 screws 10010026,EA,15.4,7.7,Used on BO-10,,,BO-10,11.55,
85163100,Clutch Assy BO10M & FM10M (Manual Arbor),EA,123.0,61.0,"Used on BO-10, FM-10",,,"BO-10, FM-10",93.0,
65163201,Cover - Header - Self Closer - Brz,EA,81.8,40.9,"Used on BO-10, FM-10",,,"BO-10, FM-10",65.5,
65163202,Cover - Header - Self Closer - Clr,EA,74.8,37.4,"Used on BO-10, FM-10",,,"BO-10, FM-10",59.9,
65151801,Cover - Header Electric - Bronze,EA,70.0,35.0,Used on BO-10,,,BO-10,55.0,
65151802,Cover - Header Electric - Clear,EA,70.0,35.0,Used on BO-10,,,BO-10,55.0,
65149501,"Cover - Left Side (10-1/2"") New Bronze",EA,60.0,30.0,Used on BO-10,,,BO-10,45.0,
65149503,"Cover - Left Side (10-1/2"") New Clear",EA,60.0,30.0,Used on BO-10,,,BO-10,45.0,
65152202,Cover - Motor- Clr,EA,32.0,16.0,"Used on BO-10, FM-10",,,"BO-10, FM-10",25.0,
65149502,"Cover - Right Side (10-1/2"") New Bronze",EA,60.0,30.0,Used on BO-10,,,BO-10,45.0,
65149504,"Cover - Right Side (10-1/2"") New Clear",EA,60.0,30.0,Used on BO-10,,,BO-10,45.0,
85001901,Cover BO10 Front Cover - Bronze,EA,228.0,114.0,Used on BO-10,,,BO-10,173.0,
85001902,Cover BO10 Front Cover - Clear,EA,228.0,114.0,Used on BO-10,,,BO-10,173.0,
85001903,Cover BO10 Front Cover - Painted,EA,502.0,251.0,Used on BO-10,,,BO-10,329.0,
85131201,Door Elec. Left Hand BO-10 RX Brz,EA,367.0,184.0,Used on BO-10,,,BO-10,279.0,
85131301,Door Elec. Left Hand BO-10 RX Clr,EA,367.0,184.0,Used on BO-10,,,BO-10,279.0,
85130701,"Door Elec. Left Hand BO-10,FM-10 Bronze",EA,367.0,184.0,"Used on BO-10, FM-10",,,"BO-10, FM-10",279.0,
85130901,"Door Elec. Left Hand BO-10,FM-10 Clear",EA,367.0,184.0,"Used on BO-10, FM-10",,,"BO-10, FM-10",279.0,
85130903,"Door Elec. Left Hand BO-10,FM-10 Powder",EA,568.0,284.0,"Used on BO-10, FM-10",,,"BO-10, FM-10",355.0,
85131202,Door Elec. Right Hand BO-10 RX Brz,EA,367.0,184.0,Used on BO-10,,,BO-10,279.0,
85131302,Door Elec. Right Hand BO-10 RX Clr,EA,367.0,184.0,Used on BO-10,,,BO-10,279.0,
85130702,"Door Elec. Right Hand BO-10,FM-10 Bronze",EA,367.0,184.0,"Used on BO-10, FM-10",,,"BO-10, FM-10",279.0,
85130902,"Door Elec. Right Hand BO-10,FM-10 Clear",EA,367.0,184.0,"Used on BO-10, FM-10",,,"BO-10, FM-10",279.0,
85130904,"Door Elec. Right Hand BO-10,FM-10 Powder",EA,568.0,284.0,Used on BO-10,,,BO-10,355.0,
65105201,Door Guard Brz (Center Stop),EA,30.0,15.0,Used on BO-10,,,BO-10,25.0,
65105202,Door Guard Clr (Center Stop),EA,30.0,15.0,Used on BO-10,,,BO-10,25.0,
85131001,Door Manl. Left Hand BO-10 RX Brz,EA,367.0,184.0,Used on BO-10,,,BO-10,279.0,
85131101,Door Manl. Left Hand BO-10 RX Clr,EA,367.0,184.0,Used on BO-10,,,BO-10,279.0,
85130501,"Door Manl. Left Hand BO-10,FM-10 Bronze",EA,367.0,184.0,"Used on BO-10, FM-10",,,"BO-10, FM-10",279.0,
85130601,"Door Manl. Left Hand BO-10,FM-10 Clear",EA,367.0,184.0,"Used on BO-10, FM-10",,,"BO-10, FM-10",279.0,
85131002,Door Manl. Right Hand BO-10 RX Brz,EA,367.0,184.0,Used on BO-10,,,BO-10,279.0,
85131102,Door Manl. Right Hand BO-10 RX Clr,EA,367.0,184.0,Used on BO-10,,,BO-10,279.0,
85130502,"Door Manl. Right Hand BO-10,FM-10 Bronze",EA,367.0,184.0,"Used on BO-10, FM-10",,,"BO-10, FM-10",279.0,
85130602,"Door Manl. Right Hand BO-10,FM-10 Clear",EA,367.0,184.0,"Used on BO-10, FM-10",,,"BO-10, FM-10",279.0,
85130821,Door SC Left Hand BO-10 Bronze,EA,456.0,228.0,Used on BO-10,,,BO-10,346.0,
85130822,Door SC Left Hand BO-10 Clear,EA,456.0,228.0,Used on BO-10,,,BO-10,346.0,
85130811,Door SC Right Hand BO-10 Bronze,EA,456.0,228.0,Used on BO-10,,,BO-10,346.0,
85130812,Door SC Right Hand BO-10 Clear,EA,456.0,228.0,Used on BO-10,,,BO-10,346.0,
85099000,"Electric Eye Housing & Brkt Assy (39"" long)",EA,420.0,210.0,Used on BO-10,,,BO-10,315.0,http://www.partstown.com/ready_access/rdy85099000;sid=7_3pWz0nZMnpW2Rxsu7aVZXnKsmzwsn7r_k=
85152600,Motor & Sprocket Assy Bo-10 (Gears opposite motor),EA,293.0,146.0,Used on BO-10,,,BO-10,222.0,http://www.partstown.com/ready_access/rdy85152600;sid=Y0Px_7UNpTjx_-xYIMnH8R3Nl5-x-3A5Odo=
95152501,Motor Mounting Bracket,EA,9.5,4.8,Used on BO-10,,,BO-10,7.6,
65119101,Moullion-Galvanized Channel (BO-10 only),EA,16.0,8.0,Used on BO-10,,,BO-10,12.0,
65119001,Moullion-Stainless Cover (BO-10 only),EA,40.0,20.0,Used on BO-10,,,BO-10,30.0,
65095700,Rain Cap (Stainless above BO-10 Doors),EA,24.0,12.0,Used on BO-10,,,BO-10,18.0,
84000402,Retro Fit Kit - BO-10 RX DROP BOX Clear,EA,700.0,400.0,Used on BO-10,,,BO-10,520.0,
84000500,Retro Fit Kit - RAIN CAP - BO-10,EA,160.0,80.0,Used on BO-10,,,BO-10,128.0,
84153101,Retro Kit - BO-10 MD To Electric Bronze,EA,1687.0,846.0,Used on BO-10,,,BO-10,1282.0,
84153102,Retro Kit - BO-10 MD To Electric Clear,EA,1687.0,846.0,Used on BO-10,,,BO-10,1282.0,
84000600,Retro Kit - Counter Pad,EA,127.0,63.0,Used on BO-10,,,BO-10,96.0,
84001000,Retro Kit - Inside RX Drop Box Flap,EA,132.0,66.0,Used on BO-10,,,BO-10,100.0,
10010033,Screw PCBA Cover,EA,0.1,0.1,Used on BO-10,,,BO-10,0.1,
20110283,Standoff - 1/4 OD Hex x m.f 6-32 THRD,EA,3.0,1.5,"Used on BO-10, FM-10",,,"BO-10, FM-10",2.25,
65150001,Wired Switch Cover - Bronze,EA,220.0,101.0,Used on BO-10,,,BO-10,165.0,http://www.partstown.com/ready_access/rdy65150001;sid=7_3pWz0nZMnpW2Rxsu7aVZXnKsmzwsn7r_k=
65150002,Wired Switch Cover - Clear,EA,220.0,101.0,Used on BO-10,,,BO-10,165.0,http://www.partstown.com/ready_access/rdy65150002;sid=7_3pWz0nZMnpW2Rxsu7aVZXnKsmzwsn7r_k=
50010006,Counter Top Pad for BO-10 RX,EA,100.0,50.0,Used on BO-10 RX,,,BO-10 RX,75.0,
65105701,Cover - Front Bottom Bronze Center (RX Only),EA,80.0,40.0,Used on BO-10 RX,,,BO-10 RX,60.0,
65105702,Cover - Front Bottom Clear Center (RX Only),EA,80.0,40.0,Used on BO-10 RX,,,BO-10 RX,60.0,
65105501,Cover - Left Side Bronze (RX Only),EA,80.0,40.0,Used on BO-10 RX,,,BO-10 RX,60.0,
65105502,Cover - Left Side Clear (RX Only),EA,80.0,40.0,Used on BO-10 RX,,,BO-10 RX,60.0,
65105601,Cover - Right Side Bronze (RX Only),EA,80.0,40.0,Used on BO-10 RX,,,BO-10 RX,60.0,
65105602,Cover - Right Side Clear (RX Only),EA,80.0,40.0,Used on BO-10 SC,,,BO-10 SC,60.0,
20010008,Bushing BO-2 (2 top 2 bottom),EA,2.5,1.25,Used on BO-2,,,BO-2,1.85,
20200062,Bushing Spacer ( 2 needed bottom only) (BO-2 Only),EA,0.8,0.4,Used on BO-2,,,BO-2,0.6,
85079101,Center Stop Bronze BO-2,EA,27.0,13.0,Used on BO-2,,,BO-2,20.0,
85065701,"Cover Left Side Clear BO-1,2,4",EA,81.0,40.0,Used on BO-2,,,BO-2,61.0,
85065702,"Cover Right Side Clear BO-1,2,4",EA,81.0,40.0,Used on BO-2,,,BO-2,61.0,
85078701,Door Left Hand BO-2 Brz,EA,561.0,281.0,Used on BO-2,,,BO-2,340.0,
85078703,Door Left Hand BO-2 Clr,EA,561.0,281.0,Used on BO-2,,,BO-2,340.0,
85078705,Door Left Hand BO-2 Pow,EA,669.0,335.0,Used on BO-2,,,BO-2,508.0,
85078702,Door Right Hand BO-2 Brz,EA,561.0,281.0,Used on BO-2,,,BO-2,340.0,
85078704,Door Right Hand BO-2 Clr,EA,561.0,281.0,Used on BO-2,,,BO-2,340.0,
85078706,Door Right Hand BO-2 Pow,EA,669.0,335.0,Used on BO-2,,,BO-2,508.0,
95064401,Handle (Holds lock bar also),EA,12.0,6.0,"Used on BO-2, BO-4",,,"BO-2, BO-4",9.0,
85058401,Hinge Cover Bronze (BO-2),EA,33.0,16.0,Used on BO-2,,,BO-2,25.0,
85058402,Hinge Cover Clear (BO-2),EA,31.0,15.0,Used on BO-2,,,BO-2,23.0,
85058403,Hinge Cover Pow (BO-2),EA,120.0,60.0,Used on BO-2,,,BO-2,91.0,
85094500,Hinge W/Locking Plates BO-2,EA,120.0,60.0,Used on BO-2,,,BO-2,90.0,
85098000,Linkage Pan Assy BO-2,EA,356.0,178.0,Used on BO-2,,,BO-2,270.0,http://www.partstown.com/ready_access/rdy85098000;sid=7_3pWz0nZMnpW2Rxsu7aVZXnKsmzwsn7r_k=
85078301,"Lock Bar Bottom Brz BO-2,4",EA,53.0,26.0,"Used on BO-2, BO-4",,,"BO-2, BO-4",40.0,
85078302,"Lock Bar Bottom Clr BO-2,4",EA,50.0,25.0,"Used on BO-2, BO-4",,,"BO-2, BO-4",38.0,
85078303,"Lock Bar Bottom Pow BO-2,4",EA,256.0,128.0,"Used on BO-2, BO-4",,,"BO-2, BO-4",194.0,
95061900,Locking Plate - BO-2 (Set Screw 10040004),EA,30.5,15.3,Used on BO-2,,,BO-2,24.4,
85088300,"Lock-Top Large Doors (1 each) BO-2,4 Bent Tongue Clear",EA,25.0,12.0,Used on BO-2,,,BO-2,19.0,
85088200,"Lock-Top Large Doors (1 each) BO-2,4 Bent Tongue Bronze",EA,25.0,12.0,"Used on BO-2, BO-4",,,"BO-2, BO-4",19.0,
65108001,Mounting Block - Upper Hinge - Bronze,EA,22.9,11.5,Used on BO-2,,,BO-2,18.3,
65108002,Mounting Block - Upper Hinge - Clear,EA,21.5,10.8,Used on BO-2,,,BO-2,17.2,
85097800,"Pan Slide Sub Assy BO-2,4",EA,177.0,88.0,"Used on BO-2, BO-4",,,"BO-2, BO-4",134.0,
65063101,Pivot Bracket For Door Closer,EA,17.0,8.5,"Used on BO-2, BO-4",,,"BO-2, BO-4",13.6,
65063201,Pivot Support For Door Closer,EA,6.4,3.2,"Used on BO-2, BO-4",,,"BO-2, BO-4",5.1,
85134100,"Pneumatic Closure BO-2,4 Comes with 65063101",EA,250.0,125.0,"Used on BO-2, BO-4",,,"BO-2, BO-4",187.5,http://www.partstown.com/ready_access/rdy85134100;sid=7_3pWz0nZMnpW2Rxsu7aVZXnKsmzwsn7r_k=
00650228,Reinforcement Angle Small,EA,7.4,3.7,"Used on BO-2, FM-1, FM-2, FM-3, FM-4",,,"BO-2, FM-1, FM-2, FM-3, FM-4",6.0,
84001501,Retro Kit - BO2 To Bo4 Convert Kit Brz,EA,1219.0,611.0,Used on BO-2,,,BO-2,926.0,
84001600,"Retro Kit - BO2,4 Elec. To Semi",EA,625.0,313.0,"Used on BO-2, BO-4",,,"BO-2, BO-4",475.0,
84000100,"Retro Kit - Bo2,4 Semi To Elec. 110V",EA,1610.0,807.0,"Used on BO-2, BO-4",,,"BO-2, BO-4",1007.0,
84000800,"Retro Kit - BO2,4 Semi To Elec. 220V",EA,1614.0,809.0,"Used on BO-2, BO-4",,,"BO-2, BO-4",1226.0,
85089300,Rollers - Top Track (Both L & R),EA,80.0,40.0,"Used on BO-2, BO-4",,,"BO-2, BO-4",60.0,http://www.partstown.com/ready_access/rdy85089300
10030026,Screw for pneumatic closer to slide,EA,0.3,0.2,"Used on BO-2, BO-4",,,"BO-2, BO-4",0.25,
10010154,Screw for Top Block,EA,0.1,0.1,"Used on BO-2, BO-4",,,"BO-2, BO-4",0.1,
85103800,"Screw Kit Shoulder Screw Kit-BO-2,4",EA,135.0,67.0,"Used on BO-2, BO-4",,,"BO-2, BO-4",102.0,http://www.partstown.com/ready_access/rdy85103800;sid=FjseRUIgPgIeRRt9HLgrS-rgsN9x5uTEeZg=
10040004,"Set Screw for Locking Plate B/O-2,4 S,.E",EA,3.0,1.0,"Used on BO-2, BO-4",,,"BO-2, BO-4",2.0,
10010204,"Shoulder Screw for BO-2,4 (Single Screw)",EA,8.6,4.3,"Used on BO-2, BO-4",,,"BO-2, BO-4",6.45,
10230102,"Shoulder Screw Spacer (Top of door between hinge and shoulder screw) BO-2,4",EA,0.4,0.2,"Used on BO-2, BO-4",,,"BO-2, BO-4",0.3,
